sample_id,srr_ids,r1_list,r2_list
SAMN38147369,SRR26703117,SRR26703117_1.fastq.gz,NA
SAMN38147374,SRR26703122,SRR26703122_1.fastq.gz,NA
SAMN38147404,SRR26703152,SRR26703152_1.fastq.gz,NA
SAMN38147411,SRR26703159,SRR26703159_1.fastq.gz,NA
SAMN43210547,SRR30260987,SRR30260987_1.fastq.gz,NA
