sample_id,srr_ids,r1_list,r2_list
SAMN21555492,SRR16013054,SRR16013054_1.fastq.gz,NA
SAMN21555512,"SRR16013072,SRR16013073,SRR16013074","SRR16013072_1.fastq.gz,SRR16013073_1.fastq.gz,SRR16013074_1.fastq.gz",NA
