directory	srr_id
Tumors/Gum+MouthOther	SRR30787041
Tumors/Gum+MouthOther	SRR30787042
Tumors/Gum+MouthOther	SRR30787043
Tumors/Gum+MouthOther	SRR30787044
Tumors/Gum+MouthOther	SRR30787045
Tumors/Gum+MouthOther	SRR30787046
Tumors/Gum+MouthOther	SRR30787047
Tumors/Gum+MouthOther	SRR30787048
Tumors/Gum+MouthOther	SRR30787049
Tumors/Gum+MouthOther	SRR30787050
Tumors/Gum+MouthOther	SRR30787051
Tumors/Gum+MouthOther	SRR30787052
Tumors/Gum+MouthOther	SRR30787053
Tumors/Gum+MouthOther	SRR30787054
Tumors/Gum+MouthOther	SRR30787055
Tumors/Gum+MouthOther	SRR30787056
Tumors/Gum+MouthOther	SRR30787059
Tumors/Gum+MouthOther	SRR30787060
Tumors/Gum+MouthOther	SRR30787061
Tumors/Gum+MouthOther	SRR30787062
Tumors/Gum+MouthOther	SRR30787063
Tumors/Gum+MouthOther	SRR30787064
Tumors/Gum+MouthOther	SRR30787066
Tumors/Gum+MouthOther	SRR30787067
Tumors/Gum+MouthOther	SRR30787068
Tumors/Gum+MouthOther	SRR30787069
Tumors/Gum+MouthOther	SRR30787070
Tumors/Gum+MouthOther	SRR30787071
Tumors/Gum+MouthOther	SRR30787072
Tumors/Gum+MouthOther	SRR30787073
Tumors/Gum+MouthOther	SRR30787075
Tumors/Gum+MouthOther	SRR30787076
Tumors/Gum+MouthOther	SRR30787077
Tumors/Gum+MouthOther	SRR30787078
Tumors/Gum+MouthOther	SRR30787079
Tumors/Gum+MouthOther	SRR30787080
Tumors/Gum+MouthOther	SRR30787081
Tumors/Gum+MouthOther	SRR30787083
Tumors/Gum+MouthOther	SRR30787084
Tumors/Gum+MouthOther	SRR30787085
Tumors/Gum+MouthOther	SRR30787086
Tumors/Gum+MouthOther	SRR30787087
Tumors/Gum+MouthOther	SRR30787088
Tumors/Gum+MouthOther	SRR30787089
Tumors/Gum+MouthOther	SRR30787090
Tumors/Gum+MouthOther	SRR30787091
Tumors/Gum+MouthOther	SRR30787092
Tumors/Gum+MouthOther	SRR30787093
Tumors/Gum+MouthOther	SRR30787094
Tumors/Gum+MouthOther	SRR30787095
Tumors/Gum+MouthOther	SRR30787097
Tumors/Gum+MouthOther	SRR30787098
Tumors/Gum+MouthOther	SRR30787099
Tumors/Gum+MouthOther	SRR30787103
Tumors/Gum+MouthOther	SRR30787104
Tumors/Gum+MouthOther	SRR30787105
Tumors/Gum+MouthOther	SRR30787106
Tumors/Gum+MouthOther	SRR30787107
Tumors/Gum+MouthOther	SRR30787108
Tumors/Gum+MouthOther	SRR30787112
Tumors/Gum+MouthOther	SRR30787113
Tumors/Gum+MouthOther	SRR30787114
Tumors/Gum+MouthOther	SRR30787115
Tumors/Gum+MouthOther	SRR30787116
Tumors/Gum+MouthOther	SRR30787118
Tumors/Gum+MouthOther	SRR30787121
Tumors/Gum+MouthOther	SRR30787122
Tumors/Gum+MouthOther	SRR8762161
Tumors/Gum+MouthOther	SRR8762463
Tumors/Gum+MouthOther	SRR8762631
Tumors/Gum+MouthOther	SRR9054145
Tumors/Gum+MouthOther	SRR9054146
Tumors/Gum+MouthOther	SRR9054147
Tumors/Gum+MouthOther	SRR9054148
Tumors/Gum+MouthOther	SRR9054149
Tumors/Gum+MouthOther	SRR9054150
Tumors/Larynx	SRR10116266
Tumors/Larynx	SRR10116268
Tumors/Larynx	SRR10116270
Tumors/Larynx	SRR22060464
Tumors/Larynx	SRR22060465
Tumors/Larynx	SRR22060466
Tumors/Larynx	SRR22060467
Tumors/Larynx	SRR22060468
Tumors/Larynx	SRR22060469
Tumors/Larynx	SRR22060470
Tumors/Larynx	SRR22060471
Tumors/Larynx	SRR22060472
Tumors/Larynx	SRR22060476
Tumors/Larynx	SRR26186834
Tumors/Larynx	SRR26186840
Tumors/Larynx	SRR26186848
Tumors/Larynx	SRR26186851
Tumors/LungLargeCell	SRR17120878
Tumors/LungLargeCell	SRR17120901
Tumors/LungLargeCell	SRR1777846
Tumors/LungLargeCell	SRR1777866
Tumors/LungLargeCell	SRR1777869
Tumors/LungLargeCell	SRR2046423
Tumors/LungLargeCell	SRR2046425
Tumors/LungLargeCell	SRR2046426
Tumors/LungLargeCell	SRR2046430
Tumors/LungLargeCell	SRR2046431
Tumors/LungLargeCell	SRR2046433
Tumors/LungLargeCell	SRR24291673
Tumors/LungLargeCell	SRR27933520
Tumors/LungLargeCell	SRR27933665
Tumors/LungLargeCell	SRR3214871
Tumors/LungLargeCell	SRR3214899
Tumors/LungLargeCell	SRR3214900
Tumors/LungLargeCell	SRR3214901
Tumors/LungLargeCell	SRR3214902
Tumors/LungLargeCell	SRR3214903
Tumors/LungLargeCell	SRR3214904
Tumors/LungLargeCell	SRR3214905
Tumors/LungLargeCell	SRR3214906
Tumors/LungLargeCell	SRR923782
Tumors/LungLargeCell	SRR923783
Tumors/LungLargeCell	SRR923795
Tumors/MouthFloor	ERR2278855
Tumors/MouthFloor	ERR2278859
Tumors/MouthFloor	ERR2278861
Tumors/MouthFloor	ERR2278873
Tumors/MouthFloor	ERR2278874
Tumors/MouthFloor	ERR2278878
Tumors/MouthFloor	ERR2278880
Tumors/MouthFloor	ERR2278883
Tumors/MouthFloor	ERR2278884
Tumors/MouthFloor	ERR2278885
Tumors/MouthFloor	SRR14740633
Tumors/Oropharyngeal	ERR10031366
Tumors/Oropharyngeal	ERR10031367
Tumors/Oropharyngeal	ERR10031368
Tumors/Oropharyngeal	ERR10031369
Tumors/Oropharyngeal	ERR10031370
Tumors/Oropharyngeal	SRR11860526
Tumors/Oropharyngeal	SRR11860527
Tumors/Oropharyngeal	SRR11860529
Tumors/Oropharyngeal	SRR11860530
Tumors/Oropharyngeal	SRR11860531
Tumors/Oropharyngeal	SRR11860538
Tumors/Oropharyngeal	SRR12887239
Tumors/Oropharyngeal	SRR12887240
Tumors/Oropharyngeal	SRR12887241
Tumors/Oropharyngeal	SRR12887242
Tumors/Oropharyngeal	SRR12887243
Tumors/Oropharyngeal	SRR12887244
Tumors/Oropharyngeal	SRR12887245
Tumors/Oropharyngeal	SRR12887246
Tumors/Oropharyngeal	SRR21973884
Tumors/Oropharyngeal	SRR21973885
Tumors/Oropharyngeal	SRR21973886
Tumors/Oropharyngeal	SRR21973887
Tumors/Oropharyngeal	SRR21973888
Tumors/Oropharyngeal	SRR21973889
Tumors/Oropharyngeal	SRR21973890
Tumors/Oropharyngeal	SRR21973891
Tumors/Oropharyngeal	SRR21973892
Tumors/Oropharyngeal	SRR21973893
Tumors/Oropharyngeal	SRR21973894
Tumors/Oropharyngeal	SRR21973895
Tumors/Oropharyngeal	SRR21973896
Tumors/Oropharyngeal	SRR21973897
Tumors/Oropharyngeal	SRR21973898
Tumors/Oropharyngeal	SRR21973899
Tumors/Oropharyngeal	SRR21973900
Tumors/Oropharyngeal	SRR21973901
Tumors/Oropharyngeal	SRR21973902
Tumors/Oropharyngeal	SRR21973903
Tumors/Oropharyngeal	SRR21973904
Tumors/Oropharyngeal	SRR21973905
Tumors/Oropharyngeal	SRR21973906
Tumors/Oropharyngeal	SRR21973907
Tumors/Oropharyngeal	SRR21973908
Tumors/Oropharyngeal	SRR21973909
Tumors/Oropharyngeal	SRR21973910
Tumors/Oropharyngeal	SRR21973911
Tumors/Oropharyngeal	SRR21973912
Tumors/Oropharyngeal	SRR21973913
Tumors/Oropharyngeal	SRR21973914
Tumors/Oropharyngeal	SRR21973915
Tumors/Oropharyngeal	SRR21973916
Tumors/Oropharyngeal	SRR21973917
Tumors/Oropharyngeal	SRR21973918
Tumors/Oropharyngeal	SRR21973919
Tumors/Oropharyngeal	SRR21973920
Tumors/Oropharyngeal	SRR21973921
Tumors/Oropharyngeal	SRR21973922
Tumors/Oropharyngeal	SRR21973923
Tumors/Oropharyngeal	SRR21973924
Tumors/Oropharyngeal	SRR21973925
Tumors/Oropharyngeal	SRR21973926
Tumors/Oropharyngeal	SRR21973927
Tumors/Oropharyngeal	SRR21973928
Tumors/Oropharyngeal	SRR21973929
Tumors/Oropharyngeal	SRR21973930
Tumors/Oropharyngeal	SRR21973931
Tumors/Oropharyngeal	SRR21973932
Tumors/Oropharyngeal	SRR21973933
Tumors/Oropharyngeal	SRR21973934
Tumors/Oropharyngeal	SRR21973935
Tumors/Oropharyngeal	SRR21973936
Tumors/Oropharyngeal	SRR21973937
Tumors/Oropharyngeal	SRR21973938
Tumors/Oropharyngeal	SRR21973939
Tumors/Oropharyngeal	SRR21973940
Tumors/Oropharyngeal	SRR21973941
Tumors/Oropharyngeal	SRR21973942
Tumors/Oropharyngeal	SRR21973943
Tumors/Oropharyngeal	SRR21973944
Tumors/Oropharyngeal	SRR21973945
Tumors/Oropharyngeal	SRR21973946
Tumors/Oropharyngeal	SRR21973947
Tumors/Oropharyngeal	SRR21973948
Tumors/Oropharyngeal	SRR21973949
Tumors/Oropharyngeal	SRR21973950
Tumors/Oropharyngeal	SRR21973951
Tumors/Oropharyngeal	SRR21973952
Tumors/Oropharyngeal	SRR21973953
Tumors/Oropharyngeal	SRR21973954
Tumors/Oropharyngeal	SRR21973955
Tumors/Oropharyngeal	SRR21973956
Tumors/Oropharyngeal	SRR21973957
Tumors/Oropharyngeal	SRR21973958
Tumors/Oropharyngeal	SRR21973959
Tumors/Oropharyngeal	SRR21973960
Tumors/Oropharyngeal	SRR21973961
Tumors/Oropharyngeal	SRR21973962
Tumors/Oropharyngeal	SRR21973963
Tumors/Oropharyngeal	SRR21973964
Tumors/Oropharyngeal	SRR21973965
Tumors/Oropharyngeal	SRR21973966
Tumors/Oropharyngeal	SRR21973967
Tumors/Oropharyngeal	SRR21973968
Tumors/Oropharyngeal	SRR21973969
Tumors/Oropharyngeal	SRR21973970
Tumors/Oropharyngeal	SRR21973971
Tumors/Oropharyngeal	SRR21973972
Tumors/Oropharyngeal	SRR21973973
Tumors/Oropharyngeal	SRR21973974
Tumors/Oropharyngeal	SRR21973975
Tumors/Oropharyngeal	SRR21973976
Tumors/Oropharyngeal	SRR21973977
Tumors/Oropharyngeal	SRR21973978
Tumors/Oropharyngeal	SRR21973979
Tumors/Oropharyngeal	SRR21973980
Tumors/Oropharyngeal	SRR21973981
Tumors/Oropharyngeal	SRR21973982
Tumors/Oropharyngeal	SRR21973983
Tumors/Oropharyngeal	SRR21973984
Tumors/Oropharyngeal	SRR21973985
Tumors/Oropharyngeal	SRR21973986
Tumors/Oropharyngeal	SRR21973987
Tumors/Oropharyngeal	SRR21973988
Tumors/Oropharyngeal	SRR21973989
Tumors/Oropharyngeal	SRR21973990
Tumors/Oropharyngeal	SRR21973991
Tumors/Oropharyngeal	SRR21973992
Tumors/Oropharyngeal	SRR21973993
Tumors/Oropharyngeal	SRR21973994
Tumors/Oropharyngeal	SRR21973995
Tumors/Oropharyngeal	SRR21973996
Tumors/Oropharyngeal	SRR21973997
Tumors/Oropharyngeal	SRR21973998
Tumors/Oropharyngeal	SRR21973999
Tumors/Oropharyngeal	SRR21974000
Tumors/Oropharyngeal	SRR21974001
Tumors/Oropharyngeal	SRR21974002
Tumors/Oropharyngeal	SRR21974003
Tumors/Oropharyngeal	SRR21974004
Tumors/Oropharyngeal	SRR21974005
Tumors/Oropharyngeal	SRR21974006
Tumors/Oropharyngeal	SRR21974007
Tumors/Oropharyngeal	SRR21974008
Tumors/Oropharyngeal	SRR21974009
Tumors/Oropharyngeal	SRR21974010
Tumors/Oropharyngeal	SRR21974011
Tumors/Oropharyngeal	SRR21974012
Tumors/Oropharyngeal	SRR21974013
Tumors/Oropharyngeal	SRR21974014
Tumors/Oropharyngeal	SRR21974015
Tumors/Oropharyngeal	SRR21974016
Tumors/Oropharyngeal	SRR24511904
Tumors/Oropharyngeal	SRR24511905
Tumors/Oropharyngeal	SRR24511917
Tumors/Oropharyngeal	SRR24511919
Tumors/Oropharyngeal	SRR24511921
Tumors/Oropharyngeal	SRR24511928
Tumors/Oropharyngeal	SRR24511930
Tumors/Oropharyngeal	SRR24511940
Tumors/Oropharyngeal	SRR24511952
Tumors/Oropharyngeal	SRR24511963
Tumors/Oropharyngeal	SRR24511964
Tumors/Oropharyngeal	SRR25116202
Tumors/Oropharyngeal	SRR25116203
Tumors/Oropharyngeal	SRR25116204
Tumors/Oropharyngeal	SRR25116205
Tumors/Oropharyngeal	SRR25116206
Tumors/Oropharyngeal	SRR25116207
Tumors/Oropharyngeal	SRR25116208
Tumors/Oropharyngeal	SRR25116209
Tumors/Oropharyngeal	SRR25116210
Tumors/Oropharyngeal	SRR25116211
Tumors/Oropharyngeal	SRR25116212
Tumors/Oropharyngeal	SRR25116213
Tumors/Oropharyngeal	SRR25116214
Tumors/Oropharyngeal	SRR25116215
Tumors/Oropharyngeal	SRR25116216
Tumors/Oropharyngeal	SRR25116217
Tumors/Oropharyngeal	SRR25116218
Tumors/Oropharyngeal	SRR25116219
Tumors/Oropharyngeal	SRR25116220
Tumors/Oropharyngeal	SRR25116221
Tumors/Oropharyngeal	SRR25116222
Tumors/Oropharyngeal	SRR25116223
Tumors/Oropharyngeal	SRR25116224
Tumors/Oropharyngeal	SRR25116225
Tumors/Oropharyngeal	SRR25116226
Tumors/Oropharyngeal	SRR25116227
Tumors/Oropharyngeal	SRR25116228
Tumors/Oropharyngeal	SRR25116229
Tumors/Oropharyngeal	SRR25116230
Tumors/Oropharyngeal	SRR25116231
Tumors/Oropharyngeal	SRR25116232
Tumors/Oropharyngeal	SRR25116233
Tumors/Oropharyngeal	SRR25116234
Tumors/Oropharyngeal	SRR25116235
Tumors/Oropharyngeal	SRR25116236
Tumors/Oropharyngeal	SRR25116237
Tumors/Oropharyngeal	SRR25116238
Tumors/Oropharyngeal	SRR25116239
Tumors/Oropharyngeal	SRR25116240
Tumors/Oropharyngeal	SRR25116241
Tumors/Oropharyngeal	SRR25116242
Tumors/Oropharyngeal	SRR25116243
Tumors/Oropharyngeal	SRR25116244
Tumors/Oropharyngeal	SRR25116245
Tumors/Oropharyngeal	SRR25116246
Tumors/Oropharyngeal	SRR25116247
Tumors/Oropharyngeal	SRR25116248
Tumors/Oropharyngeal	SRR25116249
Tumors/Oropharyngeal	SRR25116250
Tumors/Oropharyngeal	SRR25116251
Tumors/Oropharyngeal	SRR25116252
Tumors/Oropharyngeal	SRR25116253
Tumors/Oropharyngeal	SRR25116254
Tumors/Oropharyngeal	SRR25116255
Tumors/Oropharyngeal	SRR25116256
Tumors/Oropharyngeal	SRR25116257
Tumors/Oropharyngeal	SRR25116258
Tumors/Oropharyngeal	SRR25116259
Tumors/Oropharyngeal	SRR25116260
Tumors/Oropharyngeal	SRR25116261
Tumors/Oropharyngeal	SRR25116262
Tumors/Oropharyngeal	SRR25116263
Tumors/Oropharyngeal	SRR25116264
Tumors/Oropharyngeal	SRR25116265
Tumors/Oropharyngeal	SRR25116266
Tumors/Oropharyngeal	SRR25116267
Tumors/Oropharyngeal	SRR25116268
Tumors/Oropharyngeal	SRR25116269
Tumors/Oropharyngeal	SRR25116270
Tumors/Oropharyngeal	SRR25116271
Tumors/Oropharyngeal	SRR25116272
Tumors/Oropharyngeal	SRR6860803
Tumors/Oropharyngeal	SRR6860804
Tumors/Oropharyngeal	SRR8762095
Tumors/Oropharyngeal	SRR8762131
Tumors/Oropharyngeal	SRR8762814
Tumors/Oropharyngeal	SRR8762820
Tumors/Oropharyngeal	SRR8764238
Tumors/Oropharyngeal	SRR9304325
Tumors/Pancreas	DRR182532
Tumors/Pancreas	DRR182533
Tumors/Pancreas	DRR182534
Tumors/Pancreas	DRR182535
Tumors/Pancreas	DRR182536
Tumors/Pancreas	DRR182537
Tumors/Pancreas	DRR182538
Tumors/Pancreas	DRR182539
Tumors/Pancreas	DRR182540
Tumors/Pancreas	DRR182541
Tumors/Pancreas	DRR182542
Tumors/Pancreas	DRR182543
Tumors/Pancreas	DRR182544
Tumors/Pancreas	DRR182545
Tumors/Pancreas	SRR10030979
Tumors/Pancreas	SRR10030980
Tumors/Pancreas	SRR10030981
Tumors/Pancreas	SRR10030982
Tumors/Pancreas	SRR10030983
Tumors/Pancreas	SRR10319860
Tumors/Pancreas	SRR10319862
Tumors/Pancreas	SRR10319864
Tumors/Pancreas	SRR11792167
Tumors/Pancreas	SRR11792168
Tumors/Pancreas	SRR11792169
Tumors/Pancreas	SRR11792170
Tumors/Pancreas	SRR14275251
Tumors/Pancreas	SRR14275252
Tumors/Pancreas	SRR14275253
Tumors/Pancreas	SRR14275254
Tumors/Pancreas	SRR14275255
Tumors/Pancreas	SRR14275256
Tumors/Pancreas	SRR14275257
Tumors/Pancreas	SRR14275258
Tumors/Pancreas	SRR14275259
Tumors/Pancreas	SRR14275260
Tumors/Pancreas	SRR14275261
Tumors/Pancreas	SRR14275262
Tumors/Pancreas	SRR14275263
Tumors/Pancreas	SRR14275264
Tumors/Pancreas	SRR14275265
Tumors/Pancreas	SRR14275266
Tumors/Pancreas	SRR14275267
Tumors/Pancreas	SRR14275268
Tumors/Pancreas	SRR14275269
Tumors/Pancreas	SRR14275270
Tumors/Pancreas	SRR14275271
Tumors/Pancreas	SRR14275272
Tumors/Pancreas	SRR14275273
Tumors/Pancreas	SRR14275274
Tumors/Pancreas	SRR14275275
Tumors/Pancreas	SRR14275276
Tumors/Pancreas	SRR14275277
Tumors/Pancreas	SRR14275278
Tumors/Pancreas	SRR14275279
Tumors/Pancreas	SRR14275280
Tumors/Pancreas	SRR14275281
Tumors/Pancreas	SRR14275282
Tumors/Pancreas	SRR14275283
Tumors/Pancreas	SRR14275284
Tumors/Pancreas	SRR14275285
Tumors/Pancreas	SRR14275286
Tumors/Pancreas	SRR14275287
Tumors/Pancreas	SRR14275288
Tumors/Pancreas	SRR14275289
Tumors/Pancreas	SRR14275290
Tumors/Pancreas	SRR14275291
Tumors/Pancreas	SRR14275292
Tumors/Pancreas	SRR14275293
Tumors/Pancreas	SRR14275294
Tumors/Pancreas	SRR14275295
Tumors/Pancreas	SRR14275296
Tumors/Pancreas	SRR14275297
Tumors/Pancreas	SRR14275298
Tumors/Pancreas	SRR14275299
Tumors/Pancreas	SRR14275300
Tumors/Pancreas	SRR14275301
Tumors/Pancreas	SRR14275302
Tumors/Pancreas	SRR14275303
Tumors/Pancreas	SRR14275304
Tumors/Pancreas	SRR14275305
Tumors/Pancreas	SRR14275306
Tumors/Pancreas	SRR14275307
Tumors/Pancreas	SRR14275308
Tumors/Pancreas	SRR14275309
Tumors/Pancreas	SRR14275310
Tumors/Pancreas	SRR14275311
Tumors/Pancreas	SRR14275312
Tumors/Pancreas	SRR15964342
Tumors/Pancreas	SRR15964343
Tumors/Pancreas	SRR15964344
Tumors/Pancreas	SRR15964345
Tumors/Pancreas	SRR15964346
Tumors/Pancreas	SRR15964347
Tumors/Pancreas	SRR15964348
Tumors/Pancreas	SRR15964349
Tumors/Pancreas	SRR15964350
Tumors/Pancreas	SRR15964351
Tumors/Pancreas	SRR15964352
Tumors/Pancreas	SRR15964353
Tumors/Pancreas	SRR16204430
Tumors/Pancreas	SRR16204431
Tumors/Pancreas	SRR16204432
Tumors/Pancreas	SRR16204433
Tumors/Pancreas	SRR16204438
Tumors/Pancreas	SRR16204439
Tumors/Pancreas	SRR1646784
Tumors/Pancreas	SRR1646785
Tumors/Pancreas	SRR1646786
Tumors/Pancreas	SRR1646787
Tumors/Pancreas	SRR1646788
Tumors/Pancreas	SRR1646789
Tumors/Pancreas	SRR1646790
Tumors/Pancreas	SRR1646791
Tumors/Pancreas	SRR17335068
Tumors/Pancreas	SRR17335070
Tumors/Pancreas	SRR17335072
Tumors/Pancreas	SRR17335074
Tumors/Pancreas	SRR17335076
Tumors/Pancreas	SRR17335078
Tumors/Pancreas	SRR17335080
Tumors/Pancreas	SRR17335082
Tumors/Pancreas	SRR17335084
Tumors/Pancreas	SRR17335086
Tumors/Pancreas	SRR17335088
Tumors/Pancreas	SRR17335090
Tumors/Pancreas	SRR17335091
Tumors/Pancreas	SRR17335093
Tumors/Pancreas	SRR19560204
Tumors/Pancreas	SRR19560205
Tumors/Pancreas	SRR19560206
Tumors/Pancreas	SRR19560207
Tumors/Pancreas	SRR19560208
Tumors/Pancreas	SRR19560209
Tumors/Pancreas	SRR19560210
Tumors/Pancreas	SRR19560211
Tumors/Pancreas	SRR19560212
Tumors/Pancreas	SRR19560213
Tumors/Pancreas	SRR19560214
Tumors/Pancreas	SRR19560215
Tumors/Pancreas	SRR19560216
Tumors/Pancreas	SRR19560217
Tumors/Pancreas	SRR19560218
Tumors/Pancreas	SRR19560219
Tumors/Pancreas	SRR19560220
Tumors/Pancreas	SRR19560221
Tumors/Pancreas	SRR19560222
Tumors/Pancreas	SRR19560223
Tumors/Pancreas	SRR20340168
Tumors/Pancreas	SRR20340169
Tumors/Pancreas	SRR20340170
Tumors/Pancreas	SRR20340171
Tumors/Pancreas	SRR20340172
Tumors/Pancreas	SRR20340173
Tumors/Pancreas	SRR20340174
Tumors/Pancreas	SRR20340175
Tumors/Pancreas	SRR20340176
Tumors/Pancreas	SRR20340177
Tumors/Pancreas	SRR20340178
Tumors/Pancreas	SRR20340179
Tumors/Pancreas	SRR20340180
Tumors/Pancreas	SRR20340181
Tumors/Pancreas	SRR20340182
Tumors/Pancreas	SRR20340183
Tumors/Pancreas	SRR20340184
Tumors/Pancreas	SRR20340185
Tumors/Pancreas	SRR20340186
Tumors/Pancreas	SRR20340187
Tumors/Pancreas	SRR20340188
Tumors/Pancreas	SRR20340189
Tumors/Pancreas	SRR20340190
Tumors/Pancreas	SRR20340191
Tumors/Pancreas	SRR20340192
Tumors/Pancreas	SRR20340193
Tumors/Pancreas	SRR20340194
Tumors/Pancreas	SRR20340195
Tumors/Pancreas	SRR20340196
Tumors/Pancreas	SRR20340197
Tumors/Pancreas	SRR20340198
Tumors/Pancreas	SRR20340199
Tumors/Pancreas	SRR20340200
Tumors/Pancreas	SRR20340201
Tumors/Pancreas	SRR20340202
Tumors/Pancreas	SRR20340203
Tumors/Pancreas	SRR20340204
Tumors/Pancreas	SRR20340205
Tumors/Pancreas	SRR20340206
Tumors/Pancreas	SRR20340207
Tumors/Pancreas	SRR20340208
Tumors/Pancreas	SRR20340209
Tumors/Pancreas	SRR20340210
Tumors/Pancreas	SRR20340211
Tumors/Pancreas	SRR20340212
Tumors/Pancreas	SRR20340213
Tumors/Pancreas	SRR20340214
Tumors/Pancreas	SRR20340215
Tumors/Pancreas	SRR20340216
Tumors/Pancreas	SRR20340217
Tumors/Pancreas	SRR20340218
Tumors/Pancreas	SRR20340219
Tumors/Pancreas	SRR20340220
Tumors/Pancreas	SRR20340221
Tumors/Pancreas	SRR20340222
Tumors/Pancreas	SRR20340223
Tumors/Pancreas	SRR20340224
Tumors/Pancreas	SRR20340225
Tumors/Pancreas	SRR20340226
Tumors/Pancreas	SRR20340227
Tumors/Pancreas	SRR20340228
Tumors/Pancreas	SRR20340229
Tumors/Pancreas	SRR20340230
Tumors/Pancreas	SRR20340231
Tumors/Pancreas	SRR20340232
Tumors/Pancreas	SRR20340233
Tumors/Pancreas	SRR20340234
Tumors/Pancreas	SRR20340235
Tumors/Pancreas	SRR20340236
Tumors/Pancreas	SRR20340237
Tumors/Pancreas	SRR20340238
Tumors/Pancreas	SRR20340239
Tumors/Pancreas	SRR20340240
Tumors/Pancreas	SRR20340241
Tumors/Pancreas	SRR20340242
Tumors/Pancreas	SRR20340243
Tumors/Pancreas	SRR20340244
Tumors/Pancreas	SRR20340245
Tumors/Pancreas	SRR20340246
Tumors/Pancreas	SRR20340247
Tumors/Pancreas	SRR20340248
Tumors/Pancreas	SRR20340249
Tumors/Pancreas	SRR20340250
Tumors/Pancreas	SRR20340251
Tumors/Pancreas	SRR20340252
Tumors/Pancreas	SRR20340253
Tumors/Pancreas	SRR20340254
Tumors/Pancreas	SRR20340255
Tumors/Pancreas	SRR20340256
Tumors/Pancreas	SRR20340257
Tumors/Pancreas	SRR20340258
Tumors/Pancreas	SRR20340259
Tumors/Pancreas	SRR20340260
Tumors/Pancreas	SRR20340261
Tumors/Pancreas	SRR20340262
Tumors/Pancreas	SRR20340263
Tumors/Pancreas	SRR20340264
Tumors/Pancreas	SRR20340265
Tumors/Pancreas	SRR20340266
Tumors/Pancreas	SRR20340267
Tumors/Pancreas	SRR20340268
Tumors/Pancreas	SRR20340269
Tumors/Pancreas	SRR21201291
Tumors/Pancreas	SRR21201388
Tumors/Pancreas	SRR21833004
Tumors/Pancreas	SRR21833006
Tumors/Pancreas	SRR21833013
Tumors/Pancreas	SRR21833014
Tumors/Pancreas	SRR21833016
Tumors/Pancreas	SRR21833017
Tumors/Pancreas	SRR21833019
Tumors/Pancreas	SRR21833020
Tumors/Pancreas	SRR21833021
Tumors/Pancreas	SRR23343827
Tumors/Pancreas	SRR23343828
Tumors/Pancreas	SRR23343829
Tumors/Pancreas	SRR23343830
Tumors/Pancreas	SRR23343831
Tumors/Pancreas	SRR23343832
Tumors/Pancreas	SRR23343833
Tumors/Pancreas	SRR23343834
Tumors/Pancreas	SRR23343835
Tumors/Pancreas	SRR23343836
Tumors/Pancreas	SRR23343837
Tumors/Pancreas	SRR23343838
Tumors/Pancreas	SRR23343839
Tumors/Pancreas	SRR23343840
Tumors/Pancreas	SRR23343841
Tumors/Pancreas	SRR23343842
Tumors/Pancreas	SRR23343843
Tumors/Pancreas	SRR23343844
Tumors/Pancreas	SRR23343845
Tumors/Pancreas	SRR23343846
Tumors/Pancreas	SRR23343847
Tumors/Pancreas	SRR23343848
Tumors/Pancreas	SRR23343849
Tumors/Pancreas	SRR23343850
Tumors/Pancreas	SRR23343851
Tumors/Pancreas	SRR23343852
Tumors/Pancreas	SRR23343853
Tumors/Pancreas	SRR23343854
Tumors/Pancreas	SRR23343855
Tumors/Pancreas	SRR23343856
Tumors/Pancreas	SRR23343857
Tumors/Pancreas	SRR23343858
Tumors/Pancreas	SRR23343859
Tumors/Pancreas	SRR23343860
Tumors/Pancreas	SRR23343861
Tumors/Pancreas	SRR23343862
Tumors/Pancreas	SRR23343863
Tumors/Pancreas	SRR23343864
Tumors/Pancreas	SRR23343865
Tumors/Pancreas	SRR23343866
Tumors/Pancreas	SRR23343867
Tumors/Pancreas	SRR23343868
Tumors/Pancreas	SRR23343869
Tumors/Pancreas	SRR23343870
Tumors/Pancreas	SRR23343871
Tumors/Pancreas	SRR23343872
Tumors/Pancreas	SRR23343873
Tumors/Pancreas	SRR23343874
Tumors/Pancreas	SRR23343875
Tumors/Pancreas	SRR23343876
Tumors/Pancreas	SRR23343877
Tumors/Pancreas	SRR23343878
Tumors/Pancreas	SRR23343879
Tumors/Pancreas	SRR23343880
Tumors/Pancreas	SRR23343881
Tumors/Pancreas	SRR23343882
Tumors/Pancreas	SRR23343883
Tumors/Pancreas	SRR23343884
Tumors/Pancreas	SRR23343885
Tumors/Pancreas	SRR23343886
Tumors/Pancreas	SRR23343887
Tumors/Pancreas	SRR23343888
Tumors/Pancreas	SRR23343889
Tumors/Pancreas	SRR23343890
Tumors/Pancreas	SRR23343891
Tumors/Pancreas	SRR23343892
Tumors/Pancreas	SRR23343893
Tumors/Pancreas	SRR23343894
Tumors/Pancreas	SRR23343895
Tumors/Pancreas	SRR23343896
Tumors/Pancreas	SRR23343897
Tumors/Pancreas	SRR23343898
Tumors/Pancreas	SRR23343899
Tumors/Pancreas	SRR23343900
Tumors/Pancreas	SRR23343901
Tumors/Pancreas	SRR23343902
Tumors/Pancreas	SRR23343903
Tumors/Pancreas	SRR23343904
Tumors/Pancreas	SRR23343905
Tumors/Pancreas	SRR23343906
Tumors/Pancreas	SRR23343907
Tumors/Pancreas	SRR23343908
Tumors/Pancreas	SRR23343909
Tumors/Pancreas	SRR23343910
Tumors/Pancreas	SRR23343911
