directory	srr_id
Controls/Salivary	SRR15132676
Controls/Salivary	SRR15207440
Controls/Salivary	SRR15207441
Controls/Salivary	SRR15207442
Controls/Salivary	SRR15207443
Controls/Salivary	SRR15207444
Controls/Salivary	SRR15207445
Controls/Salivary	SRR15207446
Controls/Salivary	SRR15207447
Controls/Salivary	SRR15207448
Controls/Salivary	SRR15207449
Controls/Salivary	SRR15207450
Controls/Salivary	SRR15207451
Controls/Salivary	SRR15207452
Controls/Salivary	SRR15207453
Controls/Salivary	SRR15207454
Controls/Salivary	SRR15207455
Controls/Salivary	SRR26033659
Controls/Salivary	SRR26033660
Controls/Salivary	SRR26033661
Controls/Salivary	SRR26033662
Controls/Salivary	SRR26033663
Controls/Salivary	SRR26033664
Controls/Salivary	SRR26033665
Controls/Salivary	SRR26033666
Controls/Salivary	SRR26033667
Controls/Salivary	SRR26033668
Controls/Salivary	SRR26033670
Controls/Salivary	SRR26033671
Controls/Salivary	SRR26033672
Controls/Salivary	SRR26033673
Controls/Salivary	SRR26033674
Controls/Salivary	SRR26033675
Controls/Salivary	SRR26033676
Controls/Salivary	SRR26033677
Controls/Salivary	SRR26033678
Controls/Salivary	SRR26033679
Controls/Salivary	SRR31414539
Controls/Salivary	SRR31414540
Controls/Salivary	SRR31414541
Controls/Salivary	SRR31414542
Controls/Salivary	SRR31414543
Controls/Salivary	SRR31414544
Controls/Tongue	SRR10502316
Controls/Tongue	SRR10502317
Controls/Tongue	SRR16013047
Controls/Tongue	SRR16013049
Controls/Tongue	SRR16013055
Controls/Tongue	SRR16013057
Controls/Tongue	SRR16013058
Controls/Tongue	SRR16013062
Controls/Tongue	SRR16013063
Controls/Tongue	SRR16013066
Controls/Tongue	SRR16013068
Controls/Tongue	SRR16013069
Controls/Tongue	SRR16013075
Controls/Tongue	SRR16013076
Controls/Tongue	SRR16013077
Controls/Tongue	SRR16013081
Controls/Tongue	SRR16013085
Controls/Tongue	SRR16013086
Controls/Tongue	SRR16013087
Controls/Tongue	SRR16013089
Tumors/Esophagus	ERR1141700
Tumors/Esophagus	ERR1141704
Tumors/Esophagus	ERR1141705
Tumors/Esophagus	ERR1141706
Tumors/Esophagus	ERR1141707
Tumors/Esophagus	ERR1141708
Tumors/Esophagus	ERR1141709
Tumors/Esophagus	ERR1141710
Tumors/Esophagus	ERR1141711
Tumors/Esophagus	ERR1141712
Tumors/Esophagus	ERR1141713
Tumors/Esophagus	ERR1141714
Tumors/Esophagus	ERR1141715
Tumors/Esophagus	ERR1141716
Tumors/Esophagus	ERR1141717
Tumors/Esophagus	ERR1141718
Tumors/Esophagus	ERR1141719
Tumors/Esophagus	ERR3728075
Tumors/Esophagus	ERR3728076
Tumors/Esophagus	SRR3880241
Tumors/Esophagus	SRR4306272
Tumors/Esophagus	SRR5230942
Tumors/Esophagus	SRR5230943
Tumors/Esophagus	SRR5230944
Tumors/Esophagus	SRR5230945
Tumors/Esophagus	SRR5230946
Tumors/Esophagus	SRR8762209
Tumors/Esophagus	SRR9304310
Tumors/Gallbladder	DRR253234
Tumors/Gallbladder	DRR253235
Tumors/Gallbladder	DRR253236
Tumors/Gallbladder	DRR253237
Tumors/Gallbladder	DRR253238
Tumors/Gallbladder	DRR253239
Tumors/Gallbladder	DRR253240
Tumors/Gallbladder	DRR253241
Tumors/Gallbladder	DRR253242
Tumors/Gallbladder	DRR253243
Tumors/Gallbladder	DRR253244
Tumors/Gallbladder	DRR253245
Tumors/Gallbladder	DRR253246
Tumors/Gallbladder	DRR253247
Tumors/Gallbladder	DRR253248
Tumors/Gallbladder	DRR253249
Tumors/Gallbladder	DRR253250
Tumors/Gallbladder	DRR253251
Tumors/Gallbladder	DRR253252
Tumors/Gallbladder	DRR253253
Tumors/Gallbladder	DRR253254
Tumors/Gallbladder	DRR253255
Tumors/Gallbladder	DRR253256
Tumors/Gallbladder	DRR253257
Tumors/Gallbladder	DRR253258
Tumors/Gallbladder	DRR253259
Tumors/Gallbladder	DRR253260
Tumors/Gallbladder	DRR253261
Tumors/Gallbladder	DRR253262
Tumors/Gallbladder	DRR253263
Tumors/Gallbladder	DRR253264
Tumors/Gallbladder	DRR253265
Tumors/Gallbladder	DRR253266
Tumors/Gallbladder	DRR253267
Tumors/Gallbladder	DRR253268
Tumors/Gallbladder	DRR253269
Tumors/Gallbladder	SRR10305488
Tumors/Gallbladder	SRR10305490
Tumors/Gallbladder	SRR10305502
Tumors/Gallbladder	SRR10305524
Tumors/Gallbladder	SRR10305526
Tumors/Gallbladder	SRR10305528
Tumors/Gallbladder	SRR10305530
Tumors/Gallbladder	SRR10305532
Tumors/Gallbladder	SRR10305534
Tumors/Gallbladder	SRR10305536
Tumors/Gallbladder	SRR10380718
Tumors/Gallbladder	SRR10380720
Tumors/Gallbladder	SRR10380722
Tumors/Gallbladder	SRR10380724
Tumors/Gallbladder	SRR10380726
Tumors/Gallbladder	SRR10380728
Tumors/Gallbladder	SRR10380730
Tumors/Gallbladder	SRR10380732
Tumors/Gallbladder	SRR10380734
Tumors/Gallbladder	SRR10380736
Tumors/Gallbladder	SRR13729785
Tumors/Gallbladder	SRR13729786
Tumors/Gallbladder	SRR13729787
Tumors/Gallbladder	SRR13729788
Tumors/Gallbladder	SRR13729789
Tumors/Gallbladder	SRR15963863
Tumors/Gallbladder	SRR19139546
Tumors/Gallbladder	SRR19139547
Tumors/Gallbladder	SRR19139548
Tumors/Gallbladder	SRR19139549
Tumors/Gallbladder	SRR19139550
Tumors/Gallbladder	SRR19139551
Tumors/Gallbladder	SRR19139552
Tumors/Gallbladder	SRR19139553
Tumors/Gallbladder	SRR19139554
Tumors/Gallbladder	SRR19139555
Tumors/Gallbladder	SRR19139556
Tumors/Gallbladder	SRR19139557
Tumors/Gallbladder	SRR19139558
Tumors/Gallbladder	SRR25998611
Tumors/Gallbladder	SRR25998612
Tumors/Gallbladder	SRR25998613
Tumors/Gallbladder	SRR25998614
Tumors/Gallbladder	SRR25998615
Tumors/Gallbladder	SRR25998616
Tumors/Gallbladder	SRR25998621
Tumors/Gallbladder	SRR25998622
Tumors/Gallbladder	SRR30633528
Tumors/Gallbladder	SRR30633529
Tumors/Gallbladder	SRR30633530
Tumors/Gallbladder	SRR30633531
Tumors/Gallbladder	SRR30633532
Tumors/Gallbladder	SRR32560242
Tumors/Gallbladder	SRR32560243
Tumors/Gallbladder	SRR32560244
Tumors/Gallbladder	SRR32974236
Tumors/Gallbladder	SRR32974237
Tumors/Gallbladder	SRR32974238
Tumors/Gallbladder	SRR32974239
Tumors/Gallbladder	SRR32974240
Tumors/Gallbladder	SRR32974241
Tumors/Gallbladder	SRR32974242
Tumors/Gallbladder	SRR32974243
Tumors/Gallbladder	SRR32974250
Tumors/Gallbladder	SRR32974251
Tumors/Gallbladder	SRR32974252
Tumors/Gallbladder	SRR32974253
Tumors/Gallbladder	SRR32974254
Tumors/Gallbladder	SRR5742687
Tumors/Gallbladder	SRR5742689
Tumors/Gallbladder	SRR5742691
Tumors/Gallbladder	SRR5742693
Tumors/Gallbladder	SRR9203716
Tumors/Gallbladder	SRR9203717
Tumors/Gallbladder	SRR9203719
Tumors/Gallbladder	SRR9203720
Tumors/Gallbladder	SRR9203722
Tumors/Gallbladder	SRR9203723
Tumors/Gum+MouthOther	ERR2278848
Tumors/Gum+MouthOther	ERR2278849
Tumors/Gum+MouthOther	ERR2278851
Tumors/Gum+MouthOther	ERR2278853
Tumors/Gum+MouthOther	ERR2278857
Tumors/Gum+MouthOther	ERR2278858
Tumors/Gum+MouthOther	ERR2278860
Tumors/Gum+MouthOther	ERR2278863
Tumors/Gum+MouthOther	ERR2278864
Tumors/Gum+MouthOther	ERR2278867
Tumors/Gum+MouthOther	ERR2278870
Tumors/Gum+MouthOther	ERR2278871
Tumors/Gum+MouthOther	ERR2278872
Tumors/Gum+MouthOther	ERR2278875
Tumors/Gum+MouthOther	ERR2278879
Tumors/Gum+MouthOther	ERR649020
Tumors/Gum+MouthOther	ERR649024
Tumors/Gum+MouthOther	ERR649025
Tumors/Gum+MouthOther	ERR649027
Tumors/Gum+MouthOther	ERR649032
Tumors/Gum+MouthOther	ERR649036
Tumors/Gum+MouthOther	ERR649040
Tumors/Gum+MouthOther	ERR649042
Tumors/Gum+MouthOther	ERR649044
Tumors/Gum+MouthOther	ERR649045
Tumors/Gum+MouthOther	ERR649048
Tumors/Gum+MouthOther	ERR649051
Tumors/Gum+MouthOther	ERR649054
Tumors/Gum+MouthOther	ERR649056
Tumors/Gum+MouthOther	ERR649061
Tumors/Gum+MouthOther	ERR649065
Tumors/Gum+MouthOther	ERR649068
Tumors/Gum+MouthOther	ERR649071
Tumors/Gum+MouthOther	ERR649074
Tumors/Gum+MouthOther	SRR10502315
Tumors/Gum+MouthOther	SRR11783208
Tumors/Gum+MouthOther	SRR11783209
Tumors/Gum+MouthOther	SRR11783210
Tumors/Gum+MouthOther	SRR11783211
Tumors/Gum+MouthOther	SRR11783212
Tumors/Gum+MouthOther	SRR12450087
Tumors/Gum+MouthOther	SRR12450088
Tumors/Gum+MouthOther	SRR12450089
Tumors/Gum+MouthOther	SRR12450090
Tumors/Gum+MouthOther	SRR12450091
Tumors/Gum+MouthOther	SRR12450092
Tumors/Gum+MouthOther	SRR12450093
Tumors/Gum+MouthOther	SRR12450094
Tumors/Gum+MouthOther	SRR12450095
Tumors/Gum+MouthOther	SRR12450096
Tumors/Gum+MouthOther	SRR14740629
Tumors/Gum+MouthOther	SRR14740630
Tumors/Gum+MouthOther	SRR14740631
Tumors/Gum+MouthOther	SRR14740634
Tumors/Gum+MouthOther	SRR16013052
Tumors/Gum+MouthOther	SRR16013061
Tumors/Gum+MouthOther	SRR16612818
Tumors/Gum+MouthOther	SRR16612820
Tumors/Gum+MouthOther	SRR16612822
Tumors/Gum+MouthOther	SRR16612824
Tumors/Gum+MouthOther	SRR16612826
Tumors/Gum+MouthOther	SRR16612827
Tumors/Gum+MouthOther	SRR16612829
Tumors/Gum+MouthOther	SRR16612832
Tumors/Gum+MouthOther	SRR16612834
Tumors/Gum+MouthOther	SRR16612835
Tumors/Gum+MouthOther	SRR16612837
Tumors/Gum+MouthOther	SRR16612840
Tumors/Gum+MouthOther	SRR16612842
Tumors/Gum+MouthOther	SRR16612843
Tumors/Gum+MouthOther	SRR16612845
Tumors/Gum+MouthOther	SRR16612848
Tumors/Gum+MouthOther	SRR16612850
Tumors/Gum+MouthOther	SRR16940415
Tumors/Gum+MouthOther	SRR16940419
Tumors/Gum+MouthOther	SRR16940424
Tumors/Gum+MouthOther	SRR16940428
Tumors/Gum+MouthOther	SRR16940429
Tumors/Gum+MouthOther	SRR16940431
Tumors/Gum+MouthOther	SRR16940439
Tumors/Gum+MouthOther	SRR16940448
Tumors/Gum+MouthOther	SRR16940454
Tumors/Gum+MouthOther	SRR16940459
Tumors/Gum+MouthOther	SRR16940463
Tumors/Gum+MouthOther	SRR20313708
Tumors/Gum+MouthOther	SRR20313709
Tumors/Gum+MouthOther	SRR20313712
Tumors/Gum+MouthOther	SRR20313713
Tumors/Gum+MouthOther	SRR20313714
Tumors/Gum+MouthOther	SRR20313715
Tumors/Gum+MouthOther	SRR20313716
Tumors/Gum+MouthOther	SRR20313717
Tumors/Gum+MouthOther	SRR20313718
Tumors/Gum+MouthOther	SRR20313719
Tumors/Gum+MouthOther	SRR20313720
Tumors/Gum+MouthOther	SRR20313721
Tumors/Gum+MouthOther	SRR20313722
Tumors/Gum+MouthOther	SRR20313723
Tumors/Gum+MouthOther	SRR20313724
Tumors/Gum+MouthOther	SRR20313726
Tumors/Gum+MouthOther	SRR20313728
Tumors/Gum+MouthOther	SRR20313729
Tumors/Gum+MouthOther	SRR20313730
Tumors/Gum+MouthOther	SRR20313731
Tumors/Gum+MouthOther	SRR20313732
Tumors/Gum+MouthOther	SRR20313733
Tumors/Gum+MouthOther	SRR20313734
Tumors/Gum+MouthOther	SRR20313735
Tumors/Gum+MouthOther	SRR2094282
Tumors/Gum+MouthOther	SRR2094285
Tumors/Gum+MouthOther	SRR22149443
Tumors/Gum+MouthOther	SRR22149444
Tumors/Gum+MouthOther	SRR22149445
Tumors/Gum+MouthOther	SRR22149446
Tumors/Gum+MouthOther	SRR22149447
Tumors/Gum+MouthOther	SRR22149448
Tumors/Gum+MouthOther	SRR22827417
Tumors/Gum+MouthOther	SRR22827418
Tumors/Gum+MouthOther	SRR22827424
Tumors/Gum+MouthOther	SRR23053052
Tumors/Gum+MouthOther	SRR23053053
Tumors/Gum+MouthOther	SRR23053054
Tumors/Gum+MouthOther	SRR23053055
Tumors/Gum+MouthOther	SRR23053056
Tumors/Gum+MouthOther	SRR23053057
Tumors/Gum+MouthOther	SRR23053058
Tumors/Gum+MouthOther	SRR23053059
Tumors/Gum+MouthOther	SRR23053060
Tumors/Gum+MouthOther	SRR23053061
Tumors/Gum+MouthOther	SRR23053062
Tumors/Gum+MouthOther	SRR23053063
Tumors/Gum+MouthOther	SRR23053064
Tumors/Gum+MouthOther	SRR23053065
Tumors/Gum+MouthOther	SRR23053066
Tumors/Gum+MouthOther	SRR23053067
Tumors/Gum+MouthOther	SRR23053068
Tumors/Gum+MouthOther	SRR23053069
Tumors/Gum+MouthOther	SRR23053070
Tumors/Gum+MouthOther	SRR23053071
Tumors/Gum+MouthOther	SRR23053072
Tumors/Gum+MouthOther	SRR23053073
Tumors/Gum+MouthOther	SRR23053074
Tumors/Gum+MouthOther	SRR23053075
Tumors/Gum+MouthOther	SRR23053076
Tumors/Gum+MouthOther	SRR23053077
Tumors/Gum+MouthOther	SRR23053078
Tumors/Gum+MouthOther	SRR23053079
Tumors/Gum+MouthOther	SRR23053080
Tumors/Gum+MouthOther	SRR23053081
Tumors/Gum+MouthOther	SRR23053082
Tumors/Gum+MouthOther	SRR23053083
Tumors/Gum+MouthOther	SRR23053084
Tumors/Gum+MouthOther	SRR23053085
Tumors/Gum+MouthOther	SRR23053086
Tumors/Gum+MouthOther	SRR23053087
Tumors/Gum+MouthOther	SRR23053088
Tumors/Gum+MouthOther	SRR23053089
Tumors/Gum+MouthOther	SRR23053090
Tumors/Gum+MouthOther	SRR23053091
Tumors/Gum+MouthOther	SRR23053092
Tumors/Gum+MouthOther	SRR23053093
Tumors/Gum+MouthOther	SRR23053094
Tumors/Gum+MouthOther	SRR23053095
Tumors/Gum+MouthOther	SRR23053096
Tumors/Gum+MouthOther	SRR23053097
Tumors/Gum+MouthOther	SRR23053098
Tumors/Gum+MouthOther	SRR23053099
Tumors/Gum+MouthOther	SRR23053100
Tumors/Gum+MouthOther	SRR23053101
Tumors/Gum+MouthOther	SRR23053102
Tumors/Gum+MouthOther	SRR23053124
Tumors/Gum+MouthOther	SRR23053125
Tumors/Gum+MouthOther	SRR23053126
Tumors/Gum+MouthOther	SRR23053127
Tumors/Gum+MouthOther	SRR23053128
Tumors/Gum+MouthOther	SRR23053129
Tumors/Gum+MouthOther	SRR23053130
Tumors/Gum+MouthOther	SRR23053131
Tumors/Gum+MouthOther	SRR23053132
Tumors/Gum+MouthOther	SRR23053133
Tumors/Gum+MouthOther	SRR23053134
Tumors/Gum+MouthOther	SRR23053135
Tumors/Gum+MouthOther	SRR23053136
Tumors/Gum+MouthOther	SRR23053137
Tumors/Gum+MouthOther	SRR23053138
Tumors/Gum+MouthOther	SRR23053139
Tumors/Gum+MouthOther	SRR23053140
Tumors/Gum+MouthOther	SRR23053141
Tumors/Gum+MouthOther	SRR24889140
Tumors/Gum+MouthOther	SRR24889142
Tumors/Gum+MouthOther	SRR24889144
Tumors/Gum+MouthOther	SRR24889146
Tumors/Gum+MouthOther	SRR24889150
Tumors/Gum+MouthOther	SRR24889152
Tumors/Gum+MouthOther	SRR24889156
Tumors/Gum+MouthOther	SRR24889158
Tumors/Gum+MouthOther	SRR24889160
Tumors/Gum+MouthOther	SRR24889162
Tumors/Gum+MouthOther	SRR24889164
Tumors/Gum+MouthOther	SRR25043610
Tumors/Gum+MouthOther	SRR25043611
Tumors/Gum+MouthOther	SRR25043612
Tumors/Gum+MouthOther	SRR25043615
Tumors/Gum+MouthOther	SRR25043616
Tumors/Gum+MouthOther	SRR25043619
Tumors/Gum+MouthOther	SRR25043620
Tumors/Gum+MouthOther	SRR25043621
Tumors/Gum+MouthOther	SRR25043622
Tumors/Gum+MouthOther	SRR25043623
Tumors/Gum+MouthOther	SRR25043624
Tumors/Gum+MouthOther	SRR25043625
Tumors/Gum+MouthOther	SRR25043626
Tumors/Gum+MouthOther	SRR25043627
Tumors/Gum+MouthOther	SRR25043628
Tumors/Gum+MouthOther	SRR25043629
Tumors/Gum+MouthOther	SRR25043630
Tumors/Gum+MouthOther	SRR25043631
Tumors/Gum+MouthOther	SRR25043632
Tumors/Gum+MouthOther	SRR25043633
Tumors/Gum+MouthOther	SRR25043634
Tumors/Gum+MouthOther	SRR25043635
Tumors/Gum+MouthOther	SRR27993247
Tumors/Gum+MouthOther	SRR27993248
Tumors/Gum+MouthOther	SRR27993249
Tumors/Gum+MouthOther	SRR27993250
Tumors/Gum+MouthOther	SRR27993251
Tumors/Gum+MouthOther	SRR30168944
Tumors/Gum+MouthOther	SRR30168945
Tumors/Gum+MouthOther	SRR30291125
Tumors/Gum+MouthOther	SRR30291178
Tumors/Gum+MouthOther	SRR30291180
Tumors/Gum+MouthOther	SRR30291182
Tumors/Gum+MouthOther	SRR30291191
Tumors/Gum+MouthOther	SRR30291193
Tumors/Gum+MouthOther	SRR30787016
Tumors/Gum+MouthOther	SRR30787017
Tumors/Gum+MouthOther	SRR30787019
Tumors/Gum+MouthOther	SRR30787020
Tumors/Gum+MouthOther	SRR30787021
Tumors/Gum+MouthOther	SRR30787023
Tumors/Gum+MouthOther	SRR30787024
Tumors/Gum+MouthOther	SRR30787025
Tumors/Gum+MouthOther	SRR30787026
Tumors/Gum+MouthOther	SRR30787027
Tumors/Gum+MouthOther	SRR30787028
Tumors/Gum+MouthOther	SRR30787029
Tumors/Gum+MouthOther	SRR30787030
Tumors/Gum+MouthOther	SRR30787032
Tumors/Gum+MouthOther	SRR30787033
Tumors/Gum+MouthOther	SRR30787034
Tumors/Gum+MouthOther	SRR30787035
Tumors/Gum+MouthOther	SRR30787036
Tumors/Gum+MouthOther	SRR30787038
Tumors/Gum+MouthOther	SRR30787040
