directory	srr_id	in_sample_list	in_sra_dir
Tumors/Gum+MouthOther	SRR30787046	1	1
Tumors/Gum+MouthOther	SRR30787047	1	1
Tumors/Gum+MouthOther	SRR30787048	1	1
Tumors/Gum+MouthOther	SRR30787049	1	1
Tumors/Gum+MouthOther	SRR30787050	1	1
Tumors/Gum+MouthOther	SRR30787051	1	1
Tumors/Gum+MouthOther	SRR30787052	1	1
Tumors/Gum+MouthOther	SRR30787053	1	1
Tumors/Gum+MouthOther	SRR30787054	1	1
Tumors/Gum+MouthOther	SRR30787055	1	1
Tumors/Gum+MouthOther	SRR30787056	1	1
Tumors/Gum+MouthOther	SRR30787057	0	1
Tumors/Gum+MouthOther	SRR30787058	0	1
Tumors/Gum+MouthOther	SRR30787059	1	1
Tumors/Gum+MouthOther	SRR30787060	1	1
Tumors/Gum+MouthOther	SRR30787061	1	1
Tumors/Gum+MouthOther	SRR30787062	1	1
Tumors/Gum+MouthOther	SRR30787063	1	1
Tumors/Gum+MouthOther	SRR30787064	1	1
Tumors/Gum+MouthOther	SRR30787065	0	1
Tumors/Gum+MouthOther	SRR30787066	1	1
Tumors/Gum+MouthOther	SRR30787067	1	1
Tumors/Gum+MouthOther	SRR30787068	1	1
Tumors/Gum+MouthOther	SRR30787069	1	1
Tumors/Gum+MouthOther	SRR30787070	1	1
Tumors/Gum+MouthOther	SRR30787071	1	1
Tumors/Gum+MouthOther	SRR30787072	1	1
Tumors/Gum+MouthOther	SRR30787073	1	1
Tumors/Gum+MouthOther	SRR30787074	0	1
Tumors/Gum+MouthOther	SRR30787075	1	1
Tumors/Gum+MouthOther	SRR30787076	1	1
Tumors/Gum+MouthOther	SRR30787077	1	1
Tumors/Gum+MouthOther	SRR30787078	1	1
Tumors/Gum+MouthOther	SRR30787079	1	1
Tumors/Gum+MouthOther	SRR30787080	1	1
Tumors/Gum+MouthOther	SRR30787081	1	1
Tumors/Gum+MouthOther	SRR30787082	0	1
Tumors/Gum+MouthOther	SRR30787083	1	1
Tumors/Gum+MouthOther	SRR30787084	1	1
Tumors/Gum+MouthOther	SRR30787085	1	1
Tumors/Gum+MouthOther	SRR30787086	1	1
Tumors/Gum+MouthOther	SRR30787087	1	1
Tumors/Gum+MouthOther	SRR30787088	1	1
Tumors/Gum+MouthOther	SRR30787089	1	1
Tumors/Gum+MouthOther	SRR30787090	1	1
Tumors/Gum+MouthOther	SRR30787091	1	1
Tumors/Gum+MouthOther	SRR30787092	1	1
Tumors/Gum+MouthOther	SRR30787093	1	1
Tumors/Gum+MouthOther	SRR30787094	1	1
Tumors/Gum+MouthOther	SRR30787095	1	1
Tumors/Gum+MouthOther	SRR30787096	0	1
Tumors/Gum+MouthOther	SRR30787097	1	1
Tumors/Gum+MouthOther	SRR30787098	1	1
Tumors/Gum+MouthOther	SRR30787099	1	1
Tumors/Gum+MouthOther	SRR30787100	0	1
Tumors/Gum+MouthOther	SRR30787101	0	1
Tumors/Gum+MouthOther	SRR30787102	0	1
Tumors/Gum+MouthOther	SRR30787103	1	1
Tumors/Gum+MouthOther	SRR30787104	1	1
Tumors/Gum+MouthOther	SRR30787105	1	1
Tumors/Gum+MouthOther	SRR30787106	1	1
Tumors/Gum+MouthOther	SRR30787107	1	1
Tumors/Gum+MouthOther	SRR30787108	1	1
Tumors/Gum+MouthOther	SRR30787110	0	1
Tumors/Gum+MouthOther	SRR30787111	0	1
Tumors/Gum+MouthOther	SRR30787112	1	1
Tumors/Gum+MouthOther	SRR30787113	1	1
Tumors/Gum+MouthOther	SRR30787114	1	1
Tumors/Gum+MouthOther	SRR30787115	1	1
Tumors/Gum+MouthOther	SRR30787116	1	1
Tumors/Gum+MouthOther	SRR30787117	0	1
Tumors/Gum+MouthOther	SRR30787118	1	1
Tumors/Gum+MouthOther	SRR30787119	0	1
Tumors/Gum+MouthOther	SRR30787120	0	1
Tumors/Gum+MouthOther	SRR30787121	1	1
Tumors/Gum+MouthOther	SRR30787122	1	1
Tumors/Gum+MouthOther	SRR8762161	1	0
Tumors/Gum+MouthOther	SRR8762463	1	0
Tumors/Gum+MouthOther	SRR8762631	1	0
Tumors/Gum+MouthOther	SRR9054145	1	1
Tumors/Gum+MouthOther	SRR9054146	1	1
Tumors/Gum+MouthOther	SRR9054147	1	1
Tumors/Gum+MouthOther	SRR9054148	1	1
Tumors/Gum+MouthOther	SRR9054149	1	1
Tumors/Gum+MouthOther	SRR9054150	1	1
Tumors/Larynx	SRR10116266	1	1
Tumors/Larynx	SRR10116268	1	1
Tumors/Larynx	SRR10116270	1	1
Tumors/Larynx	SRR22060464	1	1
Tumors/Larynx	SRR22060465	1	1
Tumors/Larynx	SRR22060466	1	1
Tumors/Larynx	SRR22060467	1	1
Tumors/Larynx	SRR22060468	1	1
Tumors/Larynx	SRR22060469	1	1
Tumors/Larynx	SRR22060470	1	1
Tumors/Larynx	SRR22060471	1	1
Tumors/Larynx	SRR22060472	1	1
Tumors/Larynx	SRR22060476	1	1
Tumors/Larynx	SRR26186834	1	1
Tumors/Larynx	SRR26186840	1	1
Tumors/Larynx	SRR26186848	1	1
Tumors/Larynx	SRR26186851	1	1
Tumors/LungLargeCell	SRR17120878	1	1
Tumors/LungLargeCell	SRR17120901	1	1
Tumors/LungLargeCell	SRR1777846	1	1
Tumors/LungLargeCell	SRR1777866	1	1
Tumors/LungLargeCell	SRR1777869	1	1
Tumors/LungLargeCell	SRR2046423	1	1
Tumors/LungLargeCell	SRR2046425	1	1
Tumors/LungLargeCell	SRR2046426	1	1
Tumors/LungLargeCell	SRR2046430	1	1
Tumors/LungLargeCell	SRR2046431	1	1
Tumors/LungLargeCell	SRR2046433	1	1
Tumors/LungLargeCell	SRR24291673	1	1
Tumors/LungLargeCell	SRR27933520	1	0
Tumors/LungLargeCell	SRR27933665	1	0
Tumors/LungLargeCell	SRR3214871	1	0
Tumors/LungLargeCell	SRR3214899	1	0
Tumors/LungLargeCell	SRR3214900	1	0
Tumors/LungLargeCell	SRR3214901	1	0
Tumors/LungLargeCell	SRR3214902	1	0
Tumors/LungLargeCell	SRR3214903	1	0
Tumors/LungLargeCell	SRR3214904	1	0
Tumors/LungLargeCell	SRR3214905	1	0
Tumors/LungLargeCell	SRR3214906	1	0
Tumors/LungLargeCell	SRR923782	1	0
Tumors/LungLargeCell	SRR923783	1	0
Tumors/LungLargeCell	SRR923795	1	0
Tumors/MouthFloor	ERR2278855	1	0
Tumors/MouthFloor	ERR2278859	1	0
Tumors/MouthFloor	ERR2278861	1	0
Tumors/MouthFloor	ERR2278873	1	0
Tumors/MouthFloor	ERR2278874	1	0
Tumors/MouthFloor	ERR2278878	1	0
Tumors/MouthFloor	ERR2278880	1	0
Tumors/MouthFloor	ERR2278883	1	0
Tumors/MouthFloor	ERR2278884	1	0
Tumors/MouthFloor	ERR2278885	1	0
Tumors/MouthFloor	SRR14740633	1	0
Tumors/MouthFloor	SRR16013054	0	1
Tumors/MouthFloor	SRR16013072	0	1
Tumors/MouthFloor	SRR16013073	0	1
Tumors/MouthFloor	SRR16013074	0	1
Tumors/Oropharyngeal	ERR10031366	1	1
Tumors/Oropharyngeal	ERR10031367	1	1
Tumors/Oropharyngeal	ERR10031368	1	1
Tumors/Oropharyngeal	ERR10031369	1	1
Tumors/Oropharyngeal	ERR10031370	1	1
Tumors/Oropharyngeal	SRR11860526	1	1
Tumors/Oropharyngeal	SRR11860527	1	1
Tumors/Oropharyngeal	SRR11860529	1	1
Tumors/Oropharyngeal	SRR11860530	1	1
Tumors/Oropharyngeal	SRR11860531	1	1
Tumors/Oropharyngeal	SRR11860538	1	1
Tumors/Oropharyngeal	SRR12887239	1	1
Tumors/Oropharyngeal	SRR12887240	1	1
Tumors/Oropharyngeal	SRR12887241	1	1
Tumors/Oropharyngeal	SRR12887242	1	1
Tumors/Oropharyngeal	SRR12887243	1	1
Tumors/Oropharyngeal	SRR12887244	1	1
Tumors/Oropharyngeal	SRR12887245	1	1
Tumors/Oropharyngeal	SRR12887246	1	1
Tumors/Oropharyngeal	SRR21973884	1	0
Tumors/Oropharyngeal	SRR21973885	1	0
Tumors/Oropharyngeal	SRR21973886	1	0
Tumors/Oropharyngeal	SRR21973887	1	0
Tumors/Oropharyngeal	SRR21973888	1	0
Tumors/Oropharyngeal	SRR21973889	1	0
Tumors/Oropharyngeal	SRR21973890	1	0
Tumors/Oropharyngeal	SRR21973891	1	0
Tumors/Oropharyngeal	SRR21973892	1	0
Tumors/Oropharyngeal	SRR21973893	1	0
Tumors/Oropharyngeal	SRR21973894	1	0
Tumors/Oropharyngeal	SRR21973895	1	0
Tumors/Oropharyngeal	SRR21973896	1	0
Tumors/Oropharyngeal	SRR21973897	1	0
Tumors/Oropharyngeal	SRR21973898	1	0
Tumors/Oropharyngeal	SRR21973899	1	0
Tumors/Oropharyngeal	SRR21973900	1	0
Tumors/Oropharyngeal	SRR21973901	1	0
Tumors/Oropharyngeal	SRR21973902	1	0
Tumors/Oropharyngeal	SRR21973903	1	0
Tumors/Oropharyngeal	SRR21973904	1	0
Tumors/Oropharyngeal	SRR21973905	1	0
Tumors/Oropharyngeal	SRR21973906	1	0
Tumors/Oropharyngeal	SRR21973907	1	0
Tumors/Oropharyngeal	SRR21973908	1	0
Tumors/Oropharyngeal	SRR21973909	1	0
Tumors/Oropharyngeal	SRR21973910	1	0
Tumors/Oropharyngeal	SRR21973911	1	0
Tumors/Oropharyngeal	SRR21973912	1	0
Tumors/Oropharyngeal	SRR21973913	1	0
Tumors/Oropharyngeal	SRR21973914	1	0
Tumors/Oropharyngeal	SRR21973915	1	0
Tumors/Oropharyngeal	SRR21973916	1	0
Tumors/Oropharyngeal	SRR21973917	1	0
Tumors/Oropharyngeal	SRR21973918	1	0
Tumors/Oropharyngeal	SRR21973919	1	0
Tumors/Oropharyngeal	SRR21973920	1	0
Tumors/Oropharyngeal	SRR21973921	1	0
Tumors/Oropharyngeal	SRR21973922	1	0
Tumors/Oropharyngeal	SRR21973923	1	0
Tumors/Oropharyngeal	SRR21973924	1	0
Tumors/Oropharyngeal	SRR21973925	1	0
Tumors/Oropharyngeal	SRR21973926	1	0
Tumors/Oropharyngeal	SRR21973927	1	0
Tumors/Oropharyngeal	SRR21973928	1	0
Tumors/Oropharyngeal	SRR21973929	1	0
Tumors/Oropharyngeal	SRR21973930	1	0
Tumors/Oropharyngeal	SRR21973931	1	0
Tumors/Oropharyngeal	SRR21973932	1	0
Tumors/Oropharyngeal	SRR21973933	1	0
Tumors/Oropharyngeal	SRR21973934	1	0
Tumors/Oropharyngeal	SRR21973935	1	0
Tumors/Oropharyngeal	SRR21973936	1	0
Tumors/Oropharyngeal	SRR21973937	1	0
Tumors/Oropharyngeal	SRR21973938	1	0
Tumors/Oropharyngeal	SRR21973939	1	0
Tumors/Oropharyngeal	SRR21973940	1	0
Tumors/Oropharyngeal	SRR21973941	1	0
Tumors/Oropharyngeal	SRR21973942	1	0
Tumors/Oropharyngeal	SRR21973943	1	0
Tumors/Oropharyngeal	SRR21973944	1	0
Tumors/Oropharyngeal	SRR21973945	1	0
Tumors/Oropharyngeal	SRR21973946	1	0
Tumors/Oropharyngeal	SRR21973947	1	0
Tumors/Oropharyngeal	SRR21973948	1	0
Tumors/Oropharyngeal	SRR21973949	1	0
Tumors/Oropharyngeal	SRR21973950	1	0
Tumors/Oropharyngeal	SRR21973951	1	0
Tumors/Oropharyngeal	SRR21973952	1	0
Tumors/Oropharyngeal	SRR21973953	1	0
Tumors/Oropharyngeal	SRR21973954	1	0
Tumors/Oropharyngeal	SRR21973955	1	0
Tumors/Oropharyngeal	SRR21973956	1	0
Tumors/Oropharyngeal	SRR21973957	1	0
Tumors/Oropharyngeal	SRR21973958	1	0
Tumors/Oropharyngeal	SRR21973959	1	0
Tumors/Oropharyngeal	SRR21973960	1	0
Tumors/Oropharyngeal	SRR21973961	1	0
Tumors/Oropharyngeal	SRR21973962	1	0
Tumors/Oropharyngeal	SRR21973963	1	0
Tumors/Oropharyngeal	SRR21973964	1	0
Tumors/Oropharyngeal	SRR21973965	1	0
Tumors/Oropharyngeal	SRR21973966	1	0
Tumors/Oropharyngeal	SRR21973967	1	0
Tumors/Oropharyngeal	SRR21973968	1	0
Tumors/Oropharyngeal	SRR21973969	1	0
Tumors/Oropharyngeal	SRR21973970	1	0
Tumors/Oropharyngeal	SRR21973971	1	0
Tumors/Oropharyngeal	SRR21973972	1	0
Tumors/Oropharyngeal	SRR21973973	1	0
Tumors/Oropharyngeal	SRR21973974	1	0
Tumors/Oropharyngeal	SRR21973975	1	0
Tumors/Oropharyngeal	SRR21973976	1	0
Tumors/Oropharyngeal	SRR21973977	1	0
Tumors/Oropharyngeal	SRR21973978	1	0
Tumors/Oropharyngeal	SRR21973979	1	0
Tumors/Oropharyngeal	SRR21973980	1	0
Tumors/Oropharyngeal	SRR21973981	1	0
Tumors/Oropharyngeal	SRR21973982	1	0
Tumors/Oropharyngeal	SRR21973983	1	0
Tumors/Oropharyngeal	SRR21973984	1	0
Tumors/Oropharyngeal	SRR21973985	1	0
Tumors/Oropharyngeal	SRR21973986	1	0
Tumors/Oropharyngeal	SRR21973987	1	0
Tumors/Oropharyngeal	SRR21973988	1	0
Tumors/Oropharyngeal	SRR21973989	1	0
Tumors/Oropharyngeal	SRR21973990	1	0
Tumors/Oropharyngeal	SRR21973991	1	0
Tumors/Oropharyngeal	SRR21973992	1	0
Tumors/Oropharyngeal	SRR21973993	1	0
Tumors/Oropharyngeal	SRR21973994	1	0
Tumors/Oropharyngeal	SRR21973995	1	0
Tumors/Oropharyngeal	SRR21973996	1	0
Tumors/Oropharyngeal	SRR21973997	1	0
Tumors/Oropharyngeal	SRR21973998	1	0
Tumors/Oropharyngeal	SRR21973999	1	0
Tumors/Oropharyngeal	SRR21974000	1	0
Tumors/Oropharyngeal	SRR21974001	1	0
Tumors/Oropharyngeal	SRR21974002	1	0
Tumors/Oropharyngeal	SRR21974003	1	0
Tumors/Oropharyngeal	SRR21974004	1	0
Tumors/Oropharyngeal	SRR21974005	1	0
Tumors/Oropharyngeal	SRR21974006	1	0
Tumors/Oropharyngeal	SRR21974007	1	0
Tumors/Oropharyngeal	SRR21974008	1	0
Tumors/Oropharyngeal	SRR21974009	1	0
Tumors/Oropharyngeal	SRR21974010	1	0
Tumors/Oropharyngeal	SRR21974011	1	0
Tumors/Oropharyngeal	SRR21974012	1	0
Tumors/Oropharyngeal	SRR21974013	1	0
Tumors/Oropharyngeal	SRR21974014	1	0
Tumors/Oropharyngeal	SRR21974015	1	0
Tumors/Oropharyngeal	SRR21974016	1	0
Tumors/Oropharyngeal	SRR24511904	1	1
Tumors/Oropharyngeal	SRR24511905	1	1
Tumors/Oropharyngeal	SRR24511917	1	1
Tumors/Oropharyngeal	SRR24511919	1	1
Tumors/Oropharyngeal	SRR24511921	1	1
Tumors/Oropharyngeal	SRR24511928	1	1
Tumors/Oropharyngeal	SRR24511930	1	1
Tumors/Oropharyngeal	SRR24511940	1	1
Tumors/Oropharyngeal	SRR24511952	1	1
Tumors/Oropharyngeal	SRR24511963	1	1
Tumors/Oropharyngeal	SRR24511964	1	1
Tumors/Oropharyngeal	SRR25116202	1	0
Tumors/Oropharyngeal	SRR25116203	1	0
Tumors/Oropharyngeal	SRR25116204	1	0
Tumors/Oropharyngeal	SRR25116205	1	0
Tumors/Oropharyngeal	SRR25116206	1	0
Tumors/Oropharyngeal	SRR25116207	1	0
Tumors/Oropharyngeal	SRR25116208	1	0
Tumors/Oropharyngeal	SRR25116209	1	0
Tumors/Oropharyngeal	SRR25116210	1	0
Tumors/Oropharyngeal	SRR25116211	1	0
Tumors/Oropharyngeal	SRR25116212	1	0
Tumors/Oropharyngeal	SRR25116213	1	0
Tumors/Oropharyngeal	SRR25116214	1	0
Tumors/Oropharyngeal	SRR25116215	1	0
Tumors/Oropharyngeal	SRR25116216	1	0
Tumors/Oropharyngeal	SRR25116217	1	0
Tumors/Oropharyngeal	SRR25116218	1	0
Tumors/Oropharyngeal	SRR25116219	1	0
Tumors/Oropharyngeal	SRR25116220	1	0
Tumors/Oropharyngeal	SRR25116221	1	0
Tumors/Oropharyngeal	SRR25116222	1	0
Tumors/Oropharyngeal	SRR25116223	1	0
Tumors/Oropharyngeal	SRR25116224	1	0
Tumors/Oropharyngeal	SRR25116225	1	0
Tumors/Oropharyngeal	SRR25116226	1	0
Tumors/Oropharyngeal	SRR25116227	1	0
Tumors/Oropharyngeal	SRR25116228	1	0
Tumors/Oropharyngeal	SRR25116229	1	0
Tumors/Oropharyngeal	SRR25116230	1	0
Tumors/Oropharyngeal	SRR25116231	1	0
Tumors/Oropharyngeal	SRR25116232	1	0
Tumors/Oropharyngeal	SRR25116233	1	0
Tumors/Oropharyngeal	SRR25116234	1	0
Tumors/Oropharyngeal	SRR25116235	1	0
Tumors/Oropharyngeal	SRR25116236	1	0
Tumors/Oropharyngeal	SRR25116237	1	0
Tumors/Oropharyngeal	SRR25116238	1	0
Tumors/Oropharyngeal	SRR25116239	1	0
Tumors/Oropharyngeal	SRR25116240	1	0
Tumors/Oropharyngeal	SRR25116241	1	0
Tumors/Oropharyngeal	SRR25116242	1	0
Tumors/Oropharyngeal	SRR25116243	1	0
Tumors/Oropharyngeal	SRR25116244	1	0
Tumors/Oropharyngeal	SRR25116245	1	0
Tumors/Oropharyngeal	SRR25116246	1	0
Tumors/Oropharyngeal	SRR25116247	1	0
Tumors/Oropharyngeal	SRR25116248	1	0
Tumors/Oropharyngeal	SRR25116249	1	0
Tumors/Oropharyngeal	SRR25116250	1	0
Tumors/Oropharyngeal	SRR25116251	1	0
Tumors/Oropharyngeal	SRR25116252	1	0
Tumors/Oropharyngeal	SRR25116253	1	0
Tumors/Oropharyngeal	SRR25116254	1	0
Tumors/Oropharyngeal	SRR25116255	1	0
Tumors/Oropharyngeal	SRR25116256	1	0
Tumors/Oropharyngeal	SRR25116257	1	0
Tumors/Oropharyngeal	SRR25116258	1	0
Tumors/Oropharyngeal	SRR25116259	1	0
Tumors/Oropharyngeal	SRR25116260	1	0
Tumors/Oropharyngeal	SRR25116261	1	0
Tumors/Oropharyngeal	SRR25116262	1	0
Tumors/Oropharyngeal	SRR25116263	1	0
Tumors/Oropharyngeal	SRR25116264	1	0
Tumors/Oropharyngeal	SRR25116265	1	0
Tumors/Oropharyngeal	SRR25116266	1	0
Tumors/Oropharyngeal	SRR25116267	1	0
Tumors/Oropharyngeal	SRR25116268	1	0
Tumors/Oropharyngeal	SRR25116269	1	0
Tumors/Oropharyngeal	SRR25116270	1	0
Tumors/Oropharyngeal	SRR25116271	1	0
Tumors/Oropharyngeal	SRR25116272	1	0
Tumors/Oropharyngeal	SRR6860803	1	1
Tumors/Oropharyngeal	SRR6860804	1	1
Tumors/Oropharyngeal	SRR8762095	1	0
Tumors/Oropharyngeal	SRR8762131	1	0
Tumors/Oropharyngeal	SRR8762814	1	0
Tumors/Oropharyngeal	SRR8762820	1	0
Tumors/Oropharyngeal	SRR8764238	1	0
Tumors/Oropharyngeal	SRR9304325	1	0
Tumors/Pancreas	DRR182532	1	0
Tumors/Pancreas	DRR182533	1	0
Tumors/Pancreas	DRR182534	1	0
Tumors/Pancreas	DRR182535	1	0
Tumors/Pancreas	DRR182536	1	0
Tumors/Pancreas	DRR182537	1	0
Tumors/Pancreas	DRR182538	1	0
Tumors/Pancreas	DRR182539	1	0
Tumors/Pancreas	DRR182540	1	0
Tumors/Pancreas	DRR182541	1	0
Tumors/Pancreas	DRR182542	1	0
Tumors/Pancreas	DRR182543	1	0
Tumors/Pancreas	DRR182544	1	0
Tumors/Pancreas	DRR182545	1	0
Tumors/Pancreas	SRR10030979	1	0
Tumors/Pancreas	SRR10030980	1	0
Tumors/Pancreas	SRR10030981	1	0
Tumors/Pancreas	SRR10030982	1	0
Tumors/Pancreas	SRR10030983	1	0
Tumors/Pancreas	SRR10319860	1	0
Tumors/Pancreas	SRR10319862	1	0
Tumors/Pancreas	SRR10319864	1	0
Tumors/Pancreas	SRR11792167	1	0
Tumors/Pancreas	SRR11792168	1	0
Tumors/Pancreas	SRR11792169	1	0
Tumors/Pancreas	SRR11792170	1	1
Tumors/Pancreas	SRR14275251	1	0
Tumors/Pancreas	SRR14275252	1	0
Tumors/Pancreas	SRR14275253	1	0
Tumors/Pancreas	SRR14275254	1	0
Tumors/Pancreas	SRR14275255	1	0
Tumors/Pancreas	SRR14275256	1	0
Tumors/Pancreas	SRR14275257	1	0
Tumors/Pancreas	SRR14275258	1	0
Tumors/Pancreas	SRR14275259	1	0
Tumors/Pancreas	SRR14275260	1	0
Tumors/Pancreas	SRR14275261	1	0
Tumors/Pancreas	SRR14275262	1	0
Tumors/Pancreas	SRR14275263	1	0
Tumors/Pancreas	SRR14275264	1	0
Tumors/Pancreas	SRR14275265	1	0
Tumors/Pancreas	SRR14275266	1	0
Tumors/Pancreas	SRR14275267	1	0
Tumors/Pancreas	SRR14275268	1	0
Tumors/Pancreas	SRR14275269	1	0
Tumors/Pancreas	SRR14275270	1	0
Tumors/Pancreas	SRR14275271	1	0
Tumors/Pancreas	SRR14275272	1	0
Tumors/Pancreas	SRR14275273	1	0
Tumors/Pancreas	SRR14275274	1	0
Tumors/Pancreas	SRR14275275	1	0
Tumors/Pancreas	SRR14275276	1	0
Tumors/Pancreas	SRR14275277	1	0
Tumors/Pancreas	SRR14275278	1	0
Tumors/Pancreas	SRR14275279	1	0
Tumors/Pancreas	SRR14275280	1	0
Tumors/Pancreas	SRR14275281	1	0
Tumors/Pancreas	SRR14275282	1	0
Tumors/Pancreas	SRR14275283	1	0
Tumors/Pancreas	SRR14275284	1	0
Tumors/Pancreas	SRR14275285	1	0
Tumors/Pancreas	SRR14275286	1	0
Tumors/Pancreas	SRR14275287	1	0
Tumors/Pancreas	SRR14275288	1	0
Tumors/Pancreas	SRR14275289	1	0
Tumors/Pancreas	SRR14275290	1	0
Tumors/Pancreas	SRR14275291	1	0
Tumors/Pancreas	SRR14275292	1	0
Tumors/Pancreas	SRR14275293	1	0
Tumors/Pancreas	SRR14275294	1	0
Tumors/Pancreas	SRR14275295	1	0
Tumors/Pancreas	SRR14275296	1	0
Tumors/Pancreas	SRR14275297	1	0
Tumors/Pancreas	SRR14275298	1	1
Tumors/Pancreas	SRR14275299	1	0
Tumors/Pancreas	SRR14275300	1	0
Tumors/Pancreas	SRR14275301	1	0
Tumors/Pancreas	SRR14275302	1	0
Tumors/Pancreas	SRR14275303	1	0
Tumors/Pancreas	SRR14275304	1	0
Tumors/Pancreas	SRR14275305	1	0
Tumors/Pancreas	SRR14275306	1	0
Tumors/Pancreas	SRR14275307	1	0
Tumors/Pancreas	SRR14275308	1	0
Tumors/Pancreas	SRR14275309	1	0
Tumors/Pancreas	SRR14275310	1	0
Tumors/Pancreas	SRR14275311	1	0
Tumors/Pancreas	SRR14275312	1	0
Tumors/Pancreas	SRR15964342	1	1
Tumors/Pancreas	SRR15964343	1	1
Tumors/Pancreas	SRR15964344	1	1
Tumors/Pancreas	SRR15964345	1	1
Tumors/Pancreas	SRR15964346	1	1
Tumors/Pancreas	SRR15964347	1	1
Tumors/Pancreas	SRR15964348	1	1
Tumors/Pancreas	SRR15964349	1	1
Tumors/Pancreas	SRR15964350	1	1
Tumors/Pancreas	SRR15964351	1	1
Tumors/Pancreas	SRR15964352	1	1
Tumors/Pancreas	SRR15964353	1	1
Tumors/Pancreas	SRR16204430	1	0
Tumors/Pancreas	SRR16204431	1	0
Tumors/Pancreas	SRR16204432	1	0
Tumors/Pancreas	SRR16204433	1	0
Tumors/Pancreas	SRR16204438	1	0
Tumors/Pancreas	SRR16204439	1	0
Tumors/Pancreas	SRR1646784	1	0
Tumors/Pancreas	SRR1646785	1	0
Tumors/Pancreas	SRR1646786	1	0
Tumors/Pancreas	SRR1646787	1	0
Tumors/Pancreas	SRR1646788	1	0
Tumors/Pancreas	SRR1646789	1	0
Tumors/Pancreas	SRR1646790	1	0
Tumors/Pancreas	SRR1646791	1	0
Tumors/Pancreas	SRR17335068	1	0
Tumors/Pancreas	SRR17335070	1	0
Tumors/Pancreas	SRR17335072	1	0
Tumors/Pancreas	SRR17335074	1	0
Tumors/Pancreas	SRR17335076	1	0
Tumors/Pancreas	SRR17335078	1	0
Tumors/Pancreas	SRR17335080	1	0
Tumors/Pancreas	SRR17335082	1	0
Tumors/Pancreas	SRR17335084	1	0
Tumors/Pancreas	SRR17335086	1	0
Tumors/Pancreas	SRR17335088	1	0
Tumors/Pancreas	SRR17335090	1	0
Tumors/Pancreas	SRR17335091	1	0
Tumors/Pancreas	SRR17335093	1	0
Tumors/Pancreas	SRR19560204	1	1
Tumors/Pancreas	SRR19560205	1	0
Tumors/Pancreas	SRR19560206	1	0
Tumors/Pancreas	SRR19560207	1	0
Tumors/Pancreas	SRR19560208	1	0
Tumors/Pancreas	SRR19560209	1	0
Tumors/Pancreas	SRR19560210	1	0
Tumors/Pancreas	SRR19560211	1	0
Tumors/Pancreas	SRR19560212	1	0
Tumors/Pancreas	SRR19560213	1	0
Tumors/Pancreas	SRR19560214	1	0
Tumors/Pancreas	SRR19560215	1	0
Tumors/Pancreas	SRR19560216	1	1
Tumors/Pancreas	SRR19560217	1	0
Tumors/Pancreas	SRR19560218	1	0
Tumors/Pancreas	SRR19560219	1	0
Tumors/Pancreas	SRR19560220	1	0
Tumors/Pancreas	SRR19560221	1	0
Tumors/Pancreas	SRR19560222	1	0
Tumors/Pancreas	SRR19560223	1	0
Tumors/Pancreas	SRR20340168	1	0
Tumors/Pancreas	SRR20340169	1	0
Tumors/Pancreas	SRR20340170	1	0
Tumors/Pancreas	SRR20340171	1	0
Tumors/Pancreas	SRR20340172	1	0
Tumors/Pancreas	SRR20340173	1	0
Tumors/Pancreas	SRR20340174	1	0
Tumors/Pancreas	SRR20340175	1	0
Tumors/Pancreas	SRR20340176	1	0
Tumors/Pancreas	SRR20340177	1	0
Tumors/Pancreas	SRR20340178	1	0
Tumors/Pancreas	SRR20340179	1	0
Tumors/Pancreas	SRR20340180	1	0
Tumors/Pancreas	SRR20340181	1	0
Tumors/Pancreas	SRR20340182	1	0
Tumors/Pancreas	SRR20340183	1	0
Tumors/Pancreas	SRR20340184	1	0
Tumors/Pancreas	SRR20340185	1	1
Tumors/Pancreas	SRR20340186	1	1
Tumors/Pancreas	SRR20340187	1	0
Tumors/Pancreas	SRR20340188	1	0
Tumors/Pancreas	SRR20340189	1	0
Tumors/Pancreas	SRR20340190	1	0
Tumors/Pancreas	SRR20340191	1	0
Tumors/Pancreas	SRR20340192	1	0
Tumors/Pancreas	SRR20340193	1	0
Tumors/Pancreas	SRR20340194	1	0
Tumors/Pancreas	SRR20340195	1	0
Tumors/Pancreas	SRR20340196	1	0
Tumors/Pancreas	SRR20340197	1	0
Tumors/Pancreas	SRR20340198	1	0
Tumors/Pancreas	SRR20340199	1	0
Tumors/Pancreas	SRR20340200	1	0
Tumors/Pancreas	SRR20340201	1	0
Tumors/Pancreas	SRR20340202	1	0
Tumors/Pancreas	SRR20340203	1	0
Tumors/Pancreas	SRR20340204	1	0
Tumors/Pancreas	SRR20340205	1	0
Tumors/Pancreas	SRR20340206	1	0
Tumors/Pancreas	SRR20340207	1	0
Tumors/Pancreas	SRR20340208	1	0
Tumors/Pancreas	SRR20340209	1	0
Tumors/Pancreas	SRR20340210	1	0
Tumors/Pancreas	SRR20340211	1	0
Tumors/Pancreas	SRR20340212	1	0
Tumors/Pancreas	SRR20340213	1	0
Tumors/Pancreas	SRR20340214	1	0
Tumors/Pancreas	SRR20340215	1	0
Tumors/Pancreas	SRR20340216	1	0
Tumors/Pancreas	SRR20340217	1	0
Tumors/Pancreas	SRR20340218	1	0
Tumors/Pancreas	SRR20340219	1	0
