sample_id,srr_ids,r1_list,r2_list
SAMN11620855,SRR9043647,SRR9043647_1.fastq.gz,NA
SAMN11620856,SRR9043646,SRR9043646_1.fastq.gz,NA
SAMN11620857,SRR9043645,SRR9043645_1.fastq.gz,NA
SAMN11620868,SRR9043621,SRR9043621_1.fastq.gz,NA
SAMN11620869,SRR9043620,SRR9043620_1.fastq.gz,NA
SAMN11620870,SRR9043619,SRR9043619_1.fastq.gz,NA
SAMN11620871,SRR9043618,SRR9043618_1.fastq.gz,NA
SAMN11620872,SRR9043617,SRR9043617_1.fastq.gz,NA
SAMN11620873,SRR9043616,SRR9043616_1.fastq.gz,NA
SAMN11620874,SRR9043615,SRR9043615_1.fastq.gz,NA
SAMN11620875,SRR9043614,SRR9043614_1.fastq.gz,NA
SAMN11620876,SRR9043613,SRR9043613_1.fastq.gz,NA
SAMN11620877,SRR9043612,SRR9043612_1.fastq.gz,NA
SAMN11620878,SRR9043611,SRR9043611_1.fastq.gz,NA
SAMN11620879,SRR9043610,SRR9043610_1.fastq.gz,NA
SAMN11620880,SRR9043609,SRR9043609_1.fastq.gz,NA
SAMN11620881,SRR9043608,SRR9043608_1.fastq.gz,NA
SAMN11620882,SRR9043654,SRR9043654_1.fastq.gz,NA
SAMN11620883,SRR9043653,SRR9043653_1.fastq.gz,NA
SAMN11620884,SRR9043652,SRR9043652_1.fastq.gz,NA
SAMN11620924,SRR9043658,SRR9043658_1.fastq.gz,NA
SAMN11620925,SRR9043657,SRR9043657_1.fastq.gz,NA
SAMN11620926,SRR9043656,SRR9043656_1.fastq.gz,NA
SAMN11620927,SRR9043655,SRR9043655_1.fastq.gz,NA
SAMN11640621,SRR9054150,SRR9054150_1.fastq.gz,NA
SAMN11640622,SRR9054149,SRR9054149_1.fastq.gz,NA
SAMN11640623,SRR9054148,SRR9054148_1.fastq.gz,NA
SAMN11640624,SRR9054147,SRR9054147_1.fastq.gz,NA
SAMN11640625,SRR9054146,SRR9054146_1.fastq.gz,NA
SAMN11640626,SRR9054145,SRR9054145_1.fastq.gz,NA
SAMN11961280,SRR9203723,SRR9203723_1.fastq.gz,NA
SAMN11961281,SRR9203722,SRR9203722_1.fastq.gz,NA
SAMN11961282,SRR9203721,SRR9203721_1.fastq.gz,NA
SAMN11961283,SRR9203720,SRR9203720_1.fastq.gz,NA
SAMN11961284,SRR9203719,SRR9203719_1.fastq.gz,NA
SAMN11961285,SRR9203718,SRR9203718_1.fastq.gz,NA
SAMN11961286,SRR9203717,SRR9203717_1.fastq.gz,NA
SAMN11961287,SRR9203716,SRR9203716_1.fastq.gz,NA
SAMN11961288,SRR9203715,SRR9203715_1.fastq.gz,NA
SAMN12647834,SRR10030985,SRR10030985_1.fastq.gz,NA
SAMN12647835,SRR10030988,SRR10030988_1.fastq.gz,NA
SAMN12647836,SRR10030987,SRR10030987_1.fastq.gz,NA
SAMN12647837,SRR10030986,SRR10030986_1.fastq.gz,NA
SAMN12647838,SRR10030984,SRR10030984_1.fastq.gz,NA
SAMN12647839,SRR10030983,SRR10030983_1.fastq.gz,NA
SAMN12647840,SRR10030982,SRR10030982_1.fastq.gz,NA
SAMN12647841,SRR10030981,SRR10030981_1.fastq.gz,NA
SAMN12647842,SRR10030980,SRR10030980_1.fastq.gz,NA
SAMN12647843,SRR10030979,SRR10030979_1.fastq.gz,NA
SAMN12744935,SRR10116270,SRR10116270_1.fastq.gz,NA
SAMN12744938,SRR10116268,SRR10116268_1.fastq.gz,NA
SAMN12744940,SRR10116266,SRR10116266_1.fastq.gz,NA
SAMN12994617,SRR10246418,SRR10246418_1.fastq.gz,NA
SAMN12994618,SRR10246417,SRR10246417_1.fastq.gz,NA
SAMN12994619,SRR10246416,SRR10246416_1.fastq.gz,NA
SAMN12994620,SRR10246415,SRR10246415_1.fastq.gz,NA
SAMN12994621,SRR10246414,SRR10246414_1.fastq.gz,NA
SAMN12994622,SRR10246413,SRR10246413_1.fastq.gz,NA
SAMN12994623,SRR10246412,SRR10246412_1.fastq.gz,NA
SAMN12994624,SRR10246411,SRR10246411_1.fastq.gz,NA
SAMN12994625,SRR10246410,SRR10246410_1.fastq.gz,NA
SAMN12994626,SRR10246409,SRR10246409_1.fastq.gz,NA
SAMN13053359,SRR10305536,SRR10305536_1.fastq.gz,NA
SAMN13053360,SRR10305535,SRR10305535_1.fastq.gz,NA
SAMN13053361,SRR10305524,SRR10305524_1.fastq.gz,NA
SAMN13053362,SRR10305513,SRR10305513_1.fastq.gz,NA
SAMN13053363,SRR10305502,SRR10305502_1.fastq.gz,NA
SAMN13053364,SRR10305491,SRR10305491_1.fastq.gz,NA
SAMN13053365,SRR10305490,SRR10305490_1.fastq.gz,NA
SAMN13053366,SRR10305489,SRR10305489_1.fastq.gz,NA
SAMN13053367,SRR10305488,SRR10305488_1.fastq.gz,NA
SAMN13053368,SRR10305487,SRR10305487_1.fastq.gz,NA
SAMN13053369,SRR10305534,SRR10305534_1.fastq.gz,NA
SAMN13053370,SRR10305533,SRR10305533_1.fastq.gz,NA
SAMN13053371,SRR10305532,SRR10305532_1.fastq.gz,NA
SAMN13053372,SRR10305531,SRR10305531_1.fastq.gz,NA
SAMN13053373,SRR10305530,SRR10305530_1.fastq.gz,NA
SAMN13053374,SRR10305529,SRR10305529_1.fastq.gz,NA
SAMN13053375,SRR10305528,SRR10305528_1.fastq.gz,NA
SAMN13053376,SRR10305527,SRR10305527_1.fastq.gz,NA
SAMN13053377,SRR10305526,SRR10305526_1.fastq.gz,NA
SAMN13053378,SRR10305525,SRR10305525_1.fastq.gz,NA
SAMN13053379,SRR10305523,SRR10305523_1.fastq.gz,NA
SAMN13053380,SRR10305522,SRR10305522_1.fastq.gz,NA
SAMN13053381,SRR10305521,SRR10305521_1.fastq.gz,NA
SAMN13053382,SRR10305520,SRR10305520_1.fastq.gz,NA
SAMN13053383,SRR10305519,SRR10305519_1.fastq.gz,NA
SAMN13053384,SRR10305518,SRR10305518_1.fastq.gz,NA
SAMN13053385,SRR10305517,SRR10305517_1.fastq.gz,NA
SAMN13053386,SRR10305516,SRR10305516_1.fastq.gz,NA
SAMN13053387,SRR10305515,SRR10305515_1.fastq.gz,NA
SAMN13053388,SRR10305514,SRR10305514_1.fastq.gz,NA
SAMN13053389,SRR10305512,SRR10305512_1.fastq.gz,NA
SAMN13053390,SRR10305511,SRR10305511_1.fastq.gz,NA
SAMN13053391,SRR10305510,SRR10305510_1.fastq.gz,NA
SAMN13053392,SRR10305509,SRR10305509_1.fastq.gz,NA
SAMN13053393,SRR10305508,SRR10305508_1.fastq.gz,NA
SAMN13053394,SRR10305507,SRR10305507_1.fastq.gz,NA
SAMN13053395,SRR10305506,SRR10305506_1.fastq.gz,NA
SAMN13053396,SRR10305505,SRR10305505_1.fastq.gz,NA
SAMN13053397,SRR10305504,SRR10305504_1.fastq.gz,NA
SAMN13053398,SRR10305503,SRR10305503_1.fastq.gz,NA
SAMN13053399,SRR10305501,SRR10305501_1.fastq.gz,NA
SAMN13053400,SRR10305500,SRR10305500_1.fastq.gz,NA
SAMN13053401,SRR10305499,SRR10305499_1.fastq.gz,NA
SAMN13053402,SRR10305498,SRR10305498_1.fastq.gz,NA
SAMN13053403,SRR10305497,SRR10305497_1.fastq.gz,NA
SAMN13053404,SRR10305496,SRR10305496_1.fastq.gz,NA
SAMN13053405,SRR10305495,SRR10305495_1.fastq.gz,NA
SAMN13053406,SRR10305494,SRR10305494_1.fastq.gz,NA
SAMN13053407,SRR10305493,SRR10305493_1.fastq.gz,NA
SAMN13053408,SRR10305492,SRR10305492_1.fastq.gz,NA
SAMN13070664,SRR10319862,SRR10319862_1.fastq.gz,NA
SAMN13070666,SRR10319860,SRR10319860_1.fastq.gz,NA
SAMN13070715,SRR10319864,SRR10319864_1.fastq.gz,NA
SAMN13171504,SRR10380731,SRR10380731_1.fastq.gz,NA
SAMN13171505,SRR10380730,SRR10380730_1.fastq.gz,NA
SAMN13171506,SRR10380729,SRR10380729_1.fastq.gz,NA
SAMN13171507,SRR10380728,SRR10380728_1.fastq.gz,NA
SAMN13171508,SRR10380727,SRR10380727_1.fastq.gz,NA
SAMN13171509,SRR10380726,SRR10380726_1.fastq.gz,NA
SAMN13171510,SRR10380725,SRR10380725_1.fastq.gz,NA
SAMN13171511,SRR10380724,SRR10380724_1.fastq.gz,NA
SAMN13171512,SRR10380723,SRR10380723_1.fastq.gz,NA
SAMN13171513,SRR10380722,SRR10380722_1.fastq.gz,NA
SAMN13171515,SRR10380721,SRR10380721_1.fastq.gz,NA
SAMN13171517,SRR10380720,SRR10380720_1.fastq.gz,NA
SAMN13171518,SRR10380719,SRR10380719_1.fastq.gz,NA
SAMN13171519,SRR10380718,SRR10380718_1.fastq.gz,NA
SAMN13171522,SRR10380737,SRR10380737_1.fastq.gz,NA
SAMN13171524,SRR10380736,SRR10380736_1.fastq.gz,NA
SAMN13171525,SRR10380735,SRR10380735_1.fastq.gz,NA
SAMN13171527,SRR10380734,SRR10380734_1.fastq.gz,NA
SAMN13171528,SRR10380733,SRR10380733_1.fastq.gz,NA
SAMN13171529,SRR10380732,SRR10380732_1.fastq.gz,NA
SAMN13336156,SRR10502318,SRR10502318_1.fastq.gz,NA
SAMN13336157,SRR10502317,SRR10502317_1.fastq.gz,NA
SAMN13336158,SRR10502316,SRR10502316_1.fastq.gz,NA
SAMN13336159,SRR10502315,SRR10502315_1.fastq.gz,NA
SAMN13336160,SRR10502314,SRR10502314_1.fastq.gz,NA
SAMN13336161,SRR10502313,SRR10502313_1.fastq.gz,NA
SAMN14327243,SRR8762095,SRR8762095_1.fastq.gz,NA
SAMN14327421,SRR9304310,SRR9304310_1.fastq.gz,NA
SAMN14327601,SRR9304319,SRR9304319_1.fastq.gz,NA
SAMN14327705,SRR8762523,SRR8762523_1.fastq.gz,NA
SAMN14327777,SRR8763049,SRR8763049_1.fastq.gz,NA
SAMN14327801,SRR8762463,SRR8762463_1.fastq.gz,NA
SAMN14327803,SRR9304406,SRR9304406_1.fastq.gz,NA
SAMN14327928,SRR8764040,SRR8764040_1.fastq.gz,NA
SAMN14328091,SRR8762607,SRR8762607_1.fastq.gz,NA
SAMN14328155,SRR8762209,SRR8762209_1.fastq.gz,NA
SAMN14328247,SRR8762814,SRR8762814_1.fastq.gz,NA
SAMN14328334,SRR8762170,SRR8762170_1.fastq.gz,NA
SAMN14328388,SRR8762131,SRR8762131_1.fastq.gz,NA
SAMN14328447,SRR8764238,SRR8764238_1.fastq.gz,NA
SAMN14328648,SRR8764067,SRR8764067_1.fastq.gz,NA
SAMN14328750,SRR8762820,SRR8762820_1.fastq.gz,NA
SAMN14328770,SRR9304325,SRR9304325_1.fastq.gz,NA
SAMN14328775,SRR8762631,SRR8762631_1.fastq.gz,NA
SAMN14328859,SRR8762161,SRR8762161_1.fastq.gz,NA
SAMN14328896,SRR8762341,SRR8762341_1.fastq.gz,NA
SAMN14910967,SRR11783212,SRR11783212_1.fastq.gz,NA
SAMN14910968,SRR11783211,SRR11783211_1.fastq.gz,NA
SAMN14910969,SRR11783210,SRR11783210_1.fastq.gz,NA
SAMN14910970,SRR11783209,SRR11783209_1.fastq.gz,NA
SAMN14910971,SRR11783208,SRR11783208_1.fastq.gz,NA
SAMN14928614,SRR11792174,SRR11792174_1.fastq.gz,NA
SAMN14928615,SRR11792173,SRR11792173_1.fastq.gz,NA
SAMN14928616,SRR11792172,SRR11792172_1.fastq.gz,NA
SAMN14928617,SRR11792171,SRR11792171_1.fastq.gz,NA
SAMN14928618,SRR11792170,SRR11792170_1.fastq.gz,NA
SAMN14928619,SRR11792169,SRR11792169_1.fastq.gz,NA
SAMN14928620,SRR11792168,SRR11792168_1.fastq.gz,NA
SAMN14928621,SRR11792167,SRR11792167_1.fastq.gz,NA
SAMN15041566,SRR11860538,SRR11860538_1.fastq.gz,NA
SAMN15041580,SRR11860531,SRR11860531_1.fastq.gz,NA
SAMN15041581,SRR11860530,SRR11860530_1.fastq.gz,NA
SAMN15041584,SRR11860529,SRR11860529_1.fastq.gz,NA
SAMN15041585,SRR11860527,SRR11860527_1.fastq.gz,NA
SAMN15041587,SRR11860526,SRR11860526_1.fastq.gz,NA
SAMN15374115,SRR9697716,SRR9697716_1.fastq.gz,NA
SAMN15374152,SRR9697850,SRR9697850_1.fastq.gz,NA
SAMN15374154,SRR9697593,SRR9697593_1.fastq.gz,NA
SAMN15374263,SRR9697614,SRR9697614_1.fastq.gz,NA
SAMN15374297,SRR9697595,SRR9697595_1.fastq.gz,NA
SAMN15374394,SRR9697845,SRR9697845_1.fastq.gz,NA
SAMN15374410,SRR9697633,SRR9697633_1.fastq.gz,NA
SAMN15374415,SRR9697594,SRR9697594_1.fastq.gz,NA
SAMN15814029,SRR12450096,SRR12450096_1.fastq.gz,NA
SAMN15814030,SRR12450095,SRR12450095_1.fastq.gz,NA
SAMN15814031,SRR12450094,SRR12450094_1.fastq.gz,NA
SAMN15814032,SRR12450093,SRR12450093_1.fastq.gz,NA
SAMN15814033,SRR12450092,SRR12450092_1.fastq.gz,NA
SAMN15814034,SRR12450091,SRR12450091_1.fastq.gz,NA
SAMN15814035,SRR12450090,SRR12450090_1.fastq.gz,NA
SAMN15814036,SRR12450089,SRR12450089_1.fastq.gz,NA
SAMN15814037,SRR12450088,SRR12450088_1.fastq.gz,NA
SAMN15814038,SRR12450087,SRR12450087_1.fastq.gz,NA
SAMN16537915,"SRR12887245,SRR12887246","SRR12887245_1.fastq.gz,SRR12887246_1.fastq.gz",NA
SAMN16537916,"SRR12887243,SRR12887244","SRR12887243_1.fastq.gz,SRR12887244_1.fastq.gz",NA
SAMN16537917,"SRR12887241,SRR12887242","SRR12887241_1.fastq.gz,SRR12887242_1.fastq.gz",NA
SAMN16537918,"SRR12887239,SRR12887240","SRR12887239_1.fastq.gz,SRR12887240_1.fastq.gz",NA
SAMN17847873,SRR13780271,SRR13780271_1.fastq.gz,NA
SAMN17847877,SRR13780247,SRR13780247_1.fastq.gz,NA
SAMN17847881,SRR13780268,SRR13780268_1.fastq.gz,NA
SAMN17847883,SRR13780256,SRR13780256_1.fastq.gz,NA
SAMN17847886,SRR13780274,SRR13780274_1.fastq.gz,NA
SAMN17847889,SRR13780253,SRR13780253_1.fastq.gz,NA
SAMN17847892,SRR13780255,SRR13780255_1.fastq.gz,NA
SAMN17847894,SRR13780263,SRR13780263_1.fastq.gz,NA
SAMN17847900,SRR13780261,SRR13780261_1.fastq.gz,NA
SAMN17847902,SRR13780254,SRR13780254_1.fastq.gz,NA
SAMN17847907,SRR13780252,SRR13780252_1.fastq.gz,NA
SAMN17847916,SRR13780250,SRR13780250_1.fastq.gz,NA
SAMN17847917,SRR13780249,SRR13780249_1.fastq.gz,NA
SAMN17847918,SRR13780264,SRR13780264_1.fastq.gz,NA
SAMN17847920,SRR13780246,SRR13780246_1.fastq.gz,NA
SAMN17847921,SRR13780273,SRR13780273_1.fastq.gz,NA
SAMN17847922,SRR13780262,SRR13780262_1.fastq.gz,NA
SAMN17847929,SRR13780272,SRR13780272_1.fastq.gz,NA
SAMN17847933,SRR13780267,SRR13780267_1.fastq.gz,NA
SAMN17847935,SRR13780251,SRR13780251_1.fastq.gz,NA
SAMN17847937,SRR13780265,SRR13780265_1.fastq.gz,NA
SAMN17847938,SRR13780269,SRR13780269_1.fastq.gz,NA
SAMN17847941,SRR13780260,SRR13780260_1.fastq.gz,NA
SAMN17847942,SRR13780266,SRR13780266_1.fastq.gz,NA
SAMN17847944,SRR13780248,SRR13780248_1.fastq.gz,NA
SAMN17847946,SRR13780270,SRR13780270_1.fastq.gz,NA
SAMN17847947,SRR13780257,SRR13780257_1.fastq.gz,NA
SAMN17847950,SRR13780258,SRR13780258_1.fastq.gz,NA
SAMN17847951,SRR13780291,SRR13780291_1.fastq.gz,NA
SAMN17847952,SRR13780259,SRR13780259_1.fastq.gz,NA
SAMN17937104,SRR13729789,SRR13729789_1.fastq.gz,NA
SAMN17937105,SRR13729788,SRR13729788_1.fastq.gz,NA
SAMN17937106,SRR13729787,SRR13729787_1.fastq.gz,NA
SAMN17937107,SRR13729786,SRR13729786_1.fastq.gz,NA
SAMN17937108,SRR13729785,SRR13729785_1.fastq.gz,NA
SAMN18140851,SRR13858960,SRR13858960_1.fastq.gz,NA
SAMN18140853,SRR13858959,SRR13858959_1.fastq.gz,NA
SAMN18140855,SRR13858958,SRR13858958_1.fastq.gz,NA
SAMN18140858,SRR13858957,SRR13858957_1.fastq.gz,NA
SAMN18140859,SRR13858956,SRR13858956_1.fastq.gz,NA
SAMN18140861,SRR13858955,SRR13858955_1.fastq.gz,NA
SAMN18140863,SRR13858954,SRR13858954_1.fastq.gz,NA
SAMN18140865,SRR13858953,SRR13858953_1.fastq.gz,NA
SAMN18140866,SRR13858952,SRR13858952_1.fastq.gz,NA
SAMN18140868,SRR13858951,SRR13858951_1.fastq.gz,NA
SAMN18140869,SRR13858950,SRR13858950_1.fastq.gz,NA
SAMN18140870,SRR13858949,SRR13858949_1.fastq.gz,NA
SAMN18797336,SRR14275259,SRR14275259_1.fastq.gz,NA
SAMN18797338,SRR14275258,SRR14275258_1.fastq.gz,NA
SAMN18797339,SRR14275257,SRR14275257_1.fastq.gz,NA
SAMN18797341,SRR14275256,SRR14275256_1.fastq.gz,NA
SAMN18797342,SRR14275255,SRR14275255_1.fastq.gz,NA
SAMN18797344,SRR14275254,SRR14275254_1.fastq.gz,NA
SAMN18797345,SRR14275253,SRR14275253_1.fastq.gz,NA
SAMN18797346,SRR14275252,SRR14275252_1.fastq.gz,NA
SAMN18797348,SRR14275312,SRR14275312_1.fastq.gz,NA
SAMN18797349,SRR14275311,SRR14275311_1.fastq.gz,NA
SAMN18797351,SRR14275310,SRR14275310_1.fastq.gz,NA
SAMN18797353,SRR14275309,SRR14275309_1.fastq.gz,NA
SAMN18797355,SRR14275308,SRR14275308_1.fastq.gz,NA
SAMN18797357,SRR14275307,SRR14275307_1.fastq.gz,NA
SAMN18797359,SRR14275285,SRR14275285_1.fastq.gz,NA
SAMN18797360,SRR14275284,SRR14275284_1.fastq.gz,NA
SAMN18797361,SRR14275283,SRR14275283_1.fastq.gz,NA
SAMN18797362,SRR14275277,SRR14275277_1.fastq.gz,NA
SAMN18797363,SRR14275276,SRR14275276_1.fastq.gz,NA
SAMN18797364,SRR14275275,SRR14275275_1.fastq.gz,NA
SAMN18797365,SRR14275274,SRR14275274_1.fastq.gz,NA
SAMN18797366,SRR14275273,SRR14275273_1.fastq.gz,NA
SAMN18797367,SRR14275272,SRR14275272_1.fastq.gz,NA
SAMN18797368,SRR14275271,SRR14275271_1.fastq.gz,NA
SAMN18797369,SRR14275270,SRR14275270_1.fastq.gz,NA
SAMN18797370,SRR14275269,SRR14275269_1.fastq.gz,NA
SAMN18797371,SRR14275268,SRR14275268_1.fastq.gz,NA
SAMN18797372,SRR14275267,SRR14275267_1.fastq.gz,NA
SAMN18797373,SRR14275266,SRR14275266_1.fastq.gz,NA
SAMN18797374,SRR14275265,SRR14275265_1.fastq.gz,NA
SAMN18797375,SRR14275264,SRR14275264_1.fastq.gz,NA
SAMN18797376,SRR14275263,SRR14275263_1.fastq.gz,NA
SAMN18797377,SRR14275262,SRR14275262_1.fastq.gz,NA
SAMN18797378,SRR14275261,SRR14275261_1.fastq.gz,NA
SAMN18797379,SRR14275260,SRR14275260_1.fastq.gz,NA
SAMN18797380,SRR14275297,SRR14275297_1.fastq.gz,NA
SAMN18797381,SRR14275296,SRR14275296_1.fastq.gz,NA
SAMN18797382,SRR14275295,SRR14275295_1.fastq.gz,NA
SAMN18797383,SRR14275294,SRR14275294_1.fastq.gz,NA
SAMN18797384,SRR14275293,SRR14275293_1.fastq.gz,NA
SAMN18797385,SRR14275292,SRR14275292_1.fastq.gz,NA
SAMN18797386,SRR14275291,SRR14275291_1.fastq.gz,NA
SAMN18797387,SRR14275290,SRR14275290_1.fastq.gz,NA
SAMN18797388,SRR14275289,SRR14275289_1.fastq.gz,NA
SAMN18797389,SRR14275288,SRR14275288_1.fastq.gz,NA
SAMN18797390,SRR14275287,SRR14275287_1.fastq.gz,NA
SAMN18797391,SRR14275286,SRR14275286_1.fastq.gz,NA
SAMN18797392,SRR14275282,SRR14275282_1.fastq.gz,NA
SAMN18797393,SRR14275281,SRR14275281_1.fastq.gz,NA
SAMN18797394,SRR14275280,SRR14275280_1.fastq.gz,NA
SAMN18797395,SRR14275279,SRR14275279_1.fastq.gz,NA
SAMN18797396,SRR14275278,SRR14275278_1.fastq.gz,NA
SAMN18797406,SRR14275306,SRR14275306_1.fastq.gz,NA
SAMN18797407,SRR14275305,SRR14275305_1.fastq.gz,NA
SAMN18797408,SRR14275304,SRR14275304_1.fastq.gz,NA
SAMN18797409,SRR14275303,SRR14275303_1.fastq.gz,NA
SAMN18797410,SRR14275302,SRR14275302_1.fastq.gz,NA
SAMN18797411,SRR14275301,SRR14275301_1.fastq.gz,NA
SAMN18797412,SRR14275300,SRR14275300_1.fastq.gz,NA
SAMN18797413,SRR14275299,SRR14275299_1.fastq.gz,NA
SAMN18797414,SRR14275298,SRR14275298_1.fastq.gz,NA
SAMN18797417,SRR14275251,SRR14275251_1.fastq.gz,NA
SAMN19025562,SRR14447377,SRR14447377_1.fastq.gz,NA
SAMN19025575,SRR14447365,SRR14447365_1.fastq.gz,NA
SAMN19025581,SRR14447361,SRR14447361_1.fastq.gz,NA
SAMN19025584,SRR14447359,SRR14447359_1.fastq.gz,NA
SAMN19025599,SRR14447389,SRR14447389_1.fastq.gz,NA
SAMN19025601,SRR14447383,SRR14447383_1.fastq.gz,NA
SAMN19025604,SRR14447380,SRR14447380_1.fastq.gz,NA
SAMN19025606,SRR14447356,SRR14447356_1.fastq.gz,NA
SAMN19025607,SRR14447355,SRR14447355_1.fastq.gz,NA
SAMN19025611,SRR14447351,SRR14447351_1.fastq.gz,NA
SAMN19025613,SRR14447349,SRR14447349_1.fastq.gz,NA
SAMN19580772,SRR14740634,SRR14740634_1.fastq.gz,NA
SAMN19580773,SRR14740633,SRR14740633_1.fastq.gz,NA
SAMN19580774,SRR14740632,SRR14740632_1.fastq.gz,NA
SAMN19580775,SRR14740631,SRR14740631_1.fastq.gz,NA
SAMN19580776,SRR14740630,SRR14740630_1.fastq.gz,NA
SAMN19580777,SRR14740629,SRR14740629_1.fastq.gz,NA
SAMN19580778,SRR14740628,SRR14740628_1.fastq.gz,NA
SAMN19580779,SRR14740627,SRR14740627_1.fastq.gz,NA
SAMN19580780,SRR14740626,SRR14740626_1.fastq.gz,NA
SAMN20169169,SRR15100675,SRR15100675_1.fastq.gz,NA
SAMN20169170,SRR15100674,SRR15100674_1.fastq.gz,NA
SAMN20169171,SRR15100673,SRR15100673_1.fastq.gz,NA
SAMN20169172,SRR15100672,SRR15100672_1.fastq.gz,NA
SAMN20169173,SRR15100671,SRR15100671_1.fastq.gz,NA
SAMN20169174,SRR15100670,SRR15100670_1.fastq.gz,NA
SAMN20169176,SRR15100669,SRR15100669_1.fastq.gz,NA
SAMN20169177,SRR15100668,SRR15100668_1.fastq.gz,NA
SAMN20169179,SRR15100667,SRR15100667_1.fastq.gz,NA
SAMN20169181,SRR15100666,SRR15100666_1.fastq.gz,NA
SAMN20223881,SRR15132677,SRR15132677_1.fastq.gz,NA
SAMN20223882,SRR15132676,SRR15132676_1.fastq.gz,NA
SAMN20223883,SRR15132675,SRR15132675_1.fastq.gz,NA
SAMN20223884,SRR15132674,SRR15132674_1.fastq.gz,NA
SAMN20223885,SRR15132673,SRR15132673_1.fastq.gz,NA
SAMN20223886,SRR15132672,SRR15132672_1.fastq.gz,NA
SAMN20223887,SRR15132671,SRR15132671_1.fastq.gz,NA
SAMN20223888,SRR15132670,SRR15132670_1.fastq.gz,NA
SAMN20223889,SRR15132669,SRR15132669_1.fastq.gz,NA
SAMN20223890,SRR15132668,SRR15132668_1.fastq.gz,NA
SAMN20340196,"SRR15207452,SRR15207453,SRR15207454,SRR15207455","SRR15207452_1.fastq.gz,SRR15207453_1.fastq.gz,SRR15207454_1.fastq.gz,SRR15207455_1.fastq.gz",NA
SAMN20340197,"SRR15207448,SRR15207449,SRR15207450,SRR15207451","SRR15207448_1.fastq.gz,SRR15207449_1.fastq.gz,SRR15207450_1.fastq.gz,SRR15207451_1.fastq.gz",NA
SAMN20340198,"SRR15207444,SRR15207445,SRR15207446,SRR15207447","SRR15207444_1.fastq.gz,SRR15207445_1.fastq.gz,SRR15207446_1.fastq.gz,SRR15207447_1.fastq.gz",NA
SAMN20340199,"SRR15207440,SRR15207441,SRR15207442,SRR15207443","SRR15207440_1.fastq.gz,SRR15207441_1.fastq.gz,SRR15207442_1.fastq.gz,SRR15207443_1.fastq.gz",NA
SAMN21506101,SRR15963863,SRR15963863_1.fastq.gz,NA
SAMN21506940,"SRR15964342,SRR15964343","SRR15964342_1.fastq.gz,SRR15964343_1.fastq.gz",NA
SAMN21506941,"SRR15964344,SRR15964345","SRR15964344_1.fastq.gz,SRR15964345_1.fastq.gz",NA
SAMN21506942,SRR15964346,SRR15964346_1.fastq.gz,NA
SAMN21506943,"SRR15964347,SRR15964348","SRR15964347_1.fastq.gz,SRR15964348_1.fastq.gz",NA
SAMN21506944,"SRR15964349,SRR15964350","SRR15964349_1.fastq.gz,SRR15964350_1.fastq.gz",NA
SAMN21506945,SRR15964351,SRR15964351_1.fastq.gz,NA
SAMN21506946,"SRR15964352,SRR15964353","SRR15964352_1.fastq.gz,SRR15964353_1.fastq.gz",NA
SAMN21555485,SRR16013047,SRR16013047_1.fastq.gz,NA
SAMN21555486,SRR16013048,SRR16013048_1.fastq.gz,NA
SAMN21555487,SRR16013049,SRR16013049_1.fastq.gz,NA
SAMN21555488,SRR16013050,SRR16013050_1.fastq.gz,NA
SAMN21555489,SRR16013051,SRR16013051_1.fastq.gz,NA
SAMN21555490,SRR16013052,SRR16013052_1.fastq.gz,NA
SAMN21555491,SRR16013053,SRR16013053_1.fastq.gz,NA
SAMN21555493,SRR16013055,SRR16013055_1.fastq.gz,NA
SAMN21555494,SRR16013056,SRR16013056_1.fastq.gz,NA
SAMN21555495,"SRR16013057,SRR16013058","SRR16013057_1.fastq.gz,SRR16013058_1.fastq.gz",NA
SAMN21555496,SRR16013059,SRR16013059_1.fastq.gz,NA
SAMN21555503,SRR16013060,SRR16013060_1.fastq.gz,NA
SAMN21555504,SRR16013061,SRR16013061_1.fastq.gz,NA
SAMN21555505,"SRR16013062,SRR16013063","SRR16013062_1.fastq.gz,SRR16013063_1.fastq.gz",NA
SAMN21555506,"SRR16013064,SRR16013065","SRR16013064_1.fastq.gz,SRR16013065_1.fastq.gz",NA
SAMN21555507,SRR16013066,SRR16013066_1.fastq.gz,NA
SAMN21555508,SRR16013067,SRR16013067_1.fastq.gz,NA
SAMN21555509,"SRR16013068,SRR16013069","SRR16013068_1.fastq.gz,SRR16013069_1.fastq.gz",NA
SAMN21555510,SRR16013070,SRR16013070_1.fastq.gz,NA
SAMN21555511,SRR16013071,SRR16013071_1.fastq.gz,NA
SAMN21555513,"SRR16013075,SRR16013076,SRR16013077","SRR16013075_1.fastq.gz,SRR16013076_1.fastq.gz,SRR16013077_1.fastq.gz",NA
SAMN21555514,"SRR16013078,SRR16013079,SRR16013080","SRR16013078_1.fastq.gz,SRR16013079_1.fastq.gz,SRR16013080_1.fastq.gz",NA
SAMN21555515,SRR16013081,SRR16013081_1.fastq.gz,NA
SAMN21555516,"SRR16013082,SRR16013083,SRR16013084","SRR16013082_1.fastq.gz,SRR16013083_1.fastq.gz,SRR16013084_1.fastq.gz",NA
SAMN21555517,"SRR16013085,SRR16013086,SRR16013087","SRR16013085_1.fastq.gz,SRR16013086_1.fastq.gz,SRR16013087_1.fastq.gz",NA
