sample_id,in_bam_dir,in_sample_list,mismatch
SAMN12744935,True,True,False
SAMN12744938,True,True,False
SAMN12744940,True,True,False
SAMN31468369,True,True,False
SAMN31468370,True,True,False
SAMN31468371,True,True,False
SAMN31468372,True,True,False
SAMN31468373,True,True,False
SAMN31468374,True,True,False
SAMN31468375,True,True,False
SAMN31468376,True,True,False
SAMN31468377,True,True,False
SAMN31468378,True,True,False
